 "'AS-IS'" 1 
 "A--a" 1 (L 895, off 1) 
 "trail" 35 (L 638, off 14) (L 989, off 33) (L 1227, off 43) (L 1547, off 58) (L 1646, off 0) (L 1698, off 25) (L 1699, off 31) (L 1720, off 29) (L 1742, off 56) (L 1997, off 62) (L 2084, off 11) (L 2111, off 20) (L 2383, off 14) (L 2470, off 19) (L 2485, off 49) (L 2531, off 49) (L 3321, off 53) (L 3324, off 5) (L 3501, off 16) (L 3586, off 50) (L 3627, off 66) (L 3815, off 46) (L 3857, off 37) (L 3896, off 0) (L 3906, off 58) (L 3931, off 22) (L 3950, off 0) (L 3969, off 63) (L 4087, off 44) (L 4237, off 0) (L 4244, off 11) (L 4335, off 42) (L 4384, off 44) (L 4502, off 28) (L 4503, off 4) 
 "two" 35 (L 423, off 54) (L 494, off 62) (L 593, off 12) (L 690, off 4) (L 775, off 7) (L 836, off 4) (L 848, off 37) (L 850, off 23) (L 878, off 44) (L 884, off 4) (L 908, off 25) (L 970, off 21) (L 1012, off 53) (L 1031, off 68) (L 1059, off 43) (L 1146, off 21) (L 1214, off 67) (L 1318, off 26) (L 1545, off 26) (L 1885, off 11) (L 1936, off 30) (L 1943, off 23) (L 2184, off 50) (L 2268, off 31) (L 2401, off 37) (L 2414, off 7) (L 2445, off 62) (L 2966, off 21) (L 3418, off 7) (L 3514, off 7) (L 3698, off 4) (L 3791, off 31) (L 3855, off 13) (L 3938, off 37) (L 4368, off 61) 
 "maybe" 36 (L 180, off 62) (L 305, off 5) (L 660, off 49) (L 903, off 7) (L 1097, off 14) (L 1219, off 19) (L 1278, off 32) (L 1654, off 43) (L 1688, off 32) (L 1698, off 9) (L 1730, off 3) (L 1742, off 29) (L 1755, off 31) (L 1864, off 9) (L 1930, off 9) (L 2029, off 40) (L 2066, off 50) (L 2210, off 47) (L 2493, off 58) (L 2638, off 8) (L 2690, off 12) (L 2693, off 22) (L 2710, off 5) (L 3094, off 12) (L 3490, off 7) (L 3490, off 29) (L 3551, off 7) (L 3645, off 36) (L 3689, off 13) (L 3693, off 7) (L 3813, off 5) (L 3814, off 41) (L 3852, off 14) (L 4358, off 0) (L 4466, off 38) (L 4550, off 42) 
 "rope" 36 (L 1338, off 25) (L 1338, off 38) (L 1344, off 53) (L 1357, off 30) (L 1410, off 4) (L 1437, off 28) (L 1538, off 23) (L 1803, off 35) (L 1805, off 46) (L 1810, off 43) (L 1857, off 47) (L 1950, off 8) (L 1977, off 41) (L 1981, off 0) (L 1989, off 32) (L 1996, off 57) (L 2002, off 25) (L 2003, off 11) (L 2016, off 22) (L 2094, off 0) (L 2375, off 63) (L 2491, off 63) (L 3177, off 0) (L 3177, off 63) (L 3415, off 67) (L 3657, off 35) (L 3669, off 15) (L 3671, off 17) (L 3833, off 28) (L 3850, off 37) (L 3852, off 63) (L 3853, off 35) (L 4379, off 55) (L 4423, off 38) (L 4429, off 52) (L 4447, off 52) (L 4542, off 10) 
 "added" 37 (L 229, off 22) (L 275, off 51) (L 298, off 45) (L 318, off 45) (L 409, off 6) (L 413, off 17) (L 417, off 35) (L 457, off 31) (L 934, off 54) (L 968, off 19) (L 1002, off 27) (L 1024, off 24) (L 1073, off 25) (L 1159, off 11) (L 1640, off 12) (L 1946, off 64) (L 2200, off 36) (L 2428, off 18) (L 2475, off 63) (L 2545, off 12) (L 2620, off 24) (L 2622, off 7) (L 2642, off 25) (L 2647, off 27) (L 2746, off 30) (L 3277, off 11) (L 3290, off 17) (L 3384, off 21) (L 3741, off 23) (L 3797, off 49) (L 4212, off 0) (L 4246, off 64) (L 4351, off 13) (L 4361, off 15) (L 4506, off 0) (L 4524, off 44) (L 4530, off 3) 
 "isn" 37 (L 488, off 4) (L 627, off 37) (L 636, off 16) (L 867, off 51) (L 925, off 4) (L 927, off 8) (L 940, off 4) (L 942, off 11) (L 1182, off 31) (L 1204, off 23) (L 1270, off 28) (L 1374, off 44) (L 1513, off 4) (L 1620, off 4) (L 1696, off 44) (L 1717, off 58) (L 1867, off 18) (L 2102, off 13) (L 2136, off 5) (L 2238, off 10) (L 2505, off 6) (L 2682, off 58) (L 2791, off 0) (L 2877, off 0) (L 2919, off 23) (L 3146, off 40) (L 3151, off 13) (L 3313, off 45) (L 3351, off 26) (L 3642, off 49) (L 3935, off 8) (L 3969, off 8) (L 4470, off 7) (L 4510, off 8) (L 4514, off 7) (L 4529, off 14) (L 4534, off 22) 
 "works" 37 (L 1653, off 7) (L 1864, off 18) (L 2753, off 53) (L 2891, off 27) (L 2949, off 0) (L 4607, off 13) (L 4608, off 44) (L 4612, off 57) (L 4618, off 31) (L 4632, off 27) (L 4640, off 11) (L 4647, off 46) (L 4656, off 65) (L 4659, off 24) (L 4661, off 0) (L 4665, off 24) (L 4665, off 58) (L 4670, off 0) (L 4672, off 60) (L 4673, off 36) (L 4684, off 20) (L 4718, off 44) (L 4744, off 61) (L 4748, off 58) (L 4752, off 37) (L 4768, off 31) (L 4770, off 26) (L 4778, off 42) (L 4781, off 28) (L 4791, off 14) (L 4793, off 0) (L 4842, off 52) (L 4844, off 62) (L 4855, off 11) (L 4902, off 52) (L 4933, off 0) (L 4936, off 35) 
 "make" 39 (L 148, off 12) (L 199, off 24) (L 467, off 53) (L 485, off 8) (L 659, off 7) (L 793, off 0) (L 853, off 25) (L 1312, off 0) (L 1341, off 3) (L 1365, off 19) (L 1677, off 44) (L 1903, off 9) (L 2229, off 11) (L 2555, off 54) (L 2654, off 61) (L 2798, off 3) (L 2913, off 3) (L 3049, off 9) (L 3063, off 56) (L 3064, off 6) (L 3130, off 30) (L 3132, off 3) (L 3137, off 32) (L 3295, off 41) (L 3302, off 10) (L 3329, off 0) (L 3474, off 49) (L 3511, off 35) (L 3761, off 22) (L 3777, off 26) (L 3852, off 56) (L 3929, off 53) (L 4080, off 38) (L 4124, off 67) (L 4165, off 9) (L 4467, off 0) (L 4836, off 15) (L 4922, off 63) (L 4952, off 17) 
 "set" 39 (L 18, off 10) (L 128, off 61) (L 2524, off 67) (L 2587, off 23) (L 2612, off 16) (L 2614, off 65) (L 2626, off 0) (L 2629, off 28) (L 2655, off 53) (L 2680, off 52) (L 2725, off 41) (L 2729, off 62) (L 2787, off 12) (L 2810, off 11) (L 2829, off 21) (L 2844, off 39) (L 2854, off 37) (L 2892, off 0) (L 2927, off 6) (L 3302, off 32) (L 3319, off 0) (L 3402, off 45) (L 3519, off 8) (L 3539, off 40) (L 3542, off 13) (L 3542, off 44) (L 3562, off 29) (L 3916, off 27) (L 4135, off 20) (L 4201, off 30) (L 4566, off 22) (L 4611, off 0) (L 4651, off 35) (L 4711, off 34) (L 4727, off 36) (L 4781, off 62) (L 4785, off 14) (L 4827, off 62) (L 4834, off 32) 
 "before" 40 (L 151, off 36) (L 267, off 56) (L 306, off 23) (L 541, off 37) (L 776, off 0) (L 1154, off 0) (L 1369, off 17) (L 1558, off 6) (L 1587, off 0) (L 1712, off 22) (L 1767, off 15) (L 1785, off 20) (L 1811, off 53) (L 1836, off 21) (L 1841, off 4) (L 2005, off 50) (L 2110, off 61) (L 2297, off 37) (L 2338, off 38) (L 2814, off 22) (L 3051, off 24) (L 3096, off 17) (L 3206, off 47) (L 3459, off 26) (L 3466, off 41) (L 3582, off 0) (L 3591, off 26) (L 3736, off 14) (L 3754, off 58) (L 3798, off 3) (L 3942, off 62) (L 3952, off 49) (L 4022, off 5) (L 4026, off 0) (L 4119, off 15) (L 4254, off 0) (L 4254, off 35) (L 4350, off 13) (L 4393, off 5) (L 4683, off 0) 
 "exclaimed" 40 (L 242, off 8) (L 313, off 20) (L 415, off 21) (L 530, off 39) (L 865, off 12) (L 875, off 19) (L 885, off 40) (L 956, off 13) (L 1028, off 27) (L 1051, off 27) (L 1080, off 46) (L 1110, off 41) (L 1123, off 9) (L 1156, off 25) (L 1164, off 22) (L 1565, off 14) (L 1624, off 11) (L 1661, off 18) (L 1773, off 24) (L 1945, off 22) (L 1980, off 29) (L 2037, off 28) (L 2136, off 28) (L 2455, off 15) (L 2463, off 13) (L 2508, off 7) (L 2577, off 20) (L 2654, off 23) (L 2706, off 49) (L 2854, off 9) (L 2910, off 9) (L 3174, off 40) (L 3254, off 16) (L 3462, off 29) (L 3771, off 21) (L 4004, off 14) (L 4032, off 41) (L 4048, off 32) (L 4052, off 14) (L 4084, off 0) 
 "thought" 40 (L 160, off 15) (L 369, off 32) (L 457, off 45) (L 613, off 0) (L 803, off 20) (L 827, off 30) (L 961, off 5) (L 1014, off 30) (L 1035, off 47) (L 1219, off 11) (L 1246, off 4) (L 1292, off 8) (L 1339, off 21) (L 1340, off 50) (L 1440, off 16) (L 1546, off 33) (L 2183, off 3) (L 2187, off 3) (L 2288, off 0) (L 2442, off 57) (L 2493, off 50) (L 2543, off 3) (L 2819, off 42) (L 2946, off 0) (L 3096, off 39) (L 3142, off 8) (L 3345, off 3) (L 3475, off 48) (L 3645, off 28) (L 3689, off 5) (L 3736, off 45) (L 3762, off 37) (L 3775, off 57) (L 3836, off 3) (L 4094, off 16) (L 4262, off 12) (L 4299, off 37) (L 4302, off 7) (L 4464, off 25) (L 4466, off 30) 
 "agreed" 41 (L 169, off 13) (L 291, off 9) (L 411, off 19) (L 504, off 18) (L 520, off 53) (L 585, off 36) (L 680, off 14) (L 772, off 21) (L 832, off 44) (L 927, off 27) (L 1080, off 14) (L 1241, off 13) (L 1331, off 34) (L 1376, off 26) (L 1393, off 22) (L 1530, off 8) (L 1535, off 39) (L 1843, off 21) (L 1874, off 34) (L 2024, off 22) (L 2099, off 11) (L 2131, off 0) (L 2139, off 25) (L 2168, off 20) (L 2187, off 22) (L 2193, off 17) (L 2197, off 23) (L 2206, off 8) (L 2265, off 22) (L 2316, off 28) (L 2705, off 19) (L 3514, off 17) (L 3561, off 20) (L 3584, off 16) (L 3685, off 14) (L 3852, off 34) (L 3952, off 16) (L 4102, off 13) (L 4312, off 7) (L 4547, off 7) (L 4755, off 9) 
 "other" 41 (L 338, off 36) (L 397, off 8) (L 423, off 58) (L 475, off 25) (L 649, off 4) (L 704, off 3) (L 836, off 29) (L 867, off 10) (L 1063, off 28) (L 1201, off 41) (L 1515, off 47) (L 1927, off 14) (L 2002, off 7) (L 2113, off 51) (L 2179, off 12) (L 2294, off 31) (L 2324, off 0) (L 2568, off 64) (L 2615, off 65) (L 2755, off 47) (L 3307, off 46) (L 3318, off 29) (L 3672, off 41) (L 3989, off 40) (L 3992, off 9) (L 4071, off 38) (L 4087, off 0) (L 4478, off 33) (L 4633, off 8) (L 4684, off 52) (L 4691, off 57) (L 4723, off 12) (L 4734, off 61) (L 4735, off 25) (L 4739, off 62) (L 4769, off 50) (L 4777, off 22) (L 4795, off 51) (L 4796, off 54) (L 4803, off 32) (L 4927, off 62) 
 "sort" 41 (L 769, off 48) (L 893, off 6) (L 895, off 6) (L 1077, off 50) (L 1098, off 6) (L 1270, off 11) (L 1326, off 18) (L 1513, off 37) (L 1671, off 37) (L 1672, off 0) (L 1711, off 14) (L 2029, off 22) (L 2193, off 44) (L 2300, off 5) (L 2364, off 24) (L 2373, off 6) (L 2375, off 5) (L 2376, off 10) (L 2430, off 48) (L 2436, off 20) (L 2777, off 2) (L 2782, off 25) (L 2881, off 39) (L 2960, off 8) (L 2981, off 8) (L 3043, off 20) (L 3089, off 22) (L 3095, off 9) (L 3111, off 19) (L 3131, off 56) (L 3146, off 17) (L 3170, off 14) (L 3176, off 9) (L 3473, off 11) (L 3534, off 13) (L 3566, off 22) (L 3569, off 0) (L 4011, off 6) (L 4013, off 25) (L 4029, off 6) (L 4492, off 10) 
 "tell" 41 (L 161, off 59) (L 465, off 7) (L 823, off 34) (L 988, off 11) (L 1020, off 13) (L 1057, off 13) (L 1152, off 12) (L 1398, off 11) (L 1480, off 37) (L 1636, off 22) (L 1642, off 7) (L 1657, off 47) (L 1728, off 66) (L 2025, off 63) (L 2053, off 14) (L 2072, off 11) (L 2096, off 53) (L 2191, off 0) (L 2216, off 7) (L 2331, off 12) (L 2347, off 12) (L 2475, off 14) (L 2501, off 6) (L 2510, off 62) (L 2632, off 39) (L 2638, off 61) (L 2655, off 28) (L 2669, off 14) (L 2674, off 22) (L 2690, off 3) (L 3016, off 58) (L 3204, off 38) (L 3331, off 60) (L 3490, off 47) (L 3682, off 3) (L 3809, off 3) (L 3895, off 6) (L 3974, off 7) (L 3976, off 38) (L 4457, off 8) (L 4555, off 15) 
 "dog" 42 (L 435, off 27) (L 571, off 68) (L 574, off 13) (L 578, off 21) (L 1111, off 59) (L 1223, off 28) (L 1398, off 50) (L 2308, off 21) (L 2751, off 14) (L 2820, off 9) (L 3130, off 58) (L 3542, off 50) (L 4239, off 13) (L 4244, off 46) (L 4251, off 3) (L 4269, off 15) (L 4276, off 18) (L 4278, off 28) (L 4283, off 41) (L 4298, off 67) (L 4300, off 47) (L 4302, off 27) (L 4306, off 31) (L 4315, off 11) (L 4325, off 63) (L 4338, off 52) (L 4344, off 35) (L 4393, off 66) (L 4404, off 9) (L 4404, off 18) (L 4411, off 26) (L 4413, off 23) (L 4415, off 6) (L 4418, off 48) (L 4420, off 29) (L 4430, off 11) (L 4436, off 17) (L 4439, off 7) (L 4442, off 0) (L 4445, off 15) (L 4446, off 21) (L 4535, off 59) 
 "made" 42 (L 209, off 37) (L 254, off 14) (L 257, off 25) (L 475, off 47) (L 546, off 20) (L 596, off 52) (L 839, off 32) (L 1063, off 51) (L 1083, off 0) (L 1147, off 37) (L 1267, off 42) (L 1323, off 3) (L 1571, off 23) (L 1675, off 8) (L 1779, off 63) (L 1921, off 10) (L 2144, off 36) (L 2320, off 44) (L 2396, off 26) (L 2656, off 14) (L 2776, off 58) (L 2827, off 0) (L 2884, off 0) (L 3046, off 66) (L 3060, off 35) (L 3099, off 57) (L 3144, off 24) (L 3197, off 42) (L 3361, off 8) (L 3388, off 27) (L 3402, off 22) (L 3664, off 34) (L 3676, off 63) (L 3833, off 67) (L 3856, off 0) (L 4086, off 29) (L 4110, off 5) (L 4214, off 22) (L 4284, off 44) (L 4448, off 30) (L 4466, off 18) (L 4569, off 54) 
 "guess" 43 (L 155, off 7) (L 281, off 3) (L 286, off 59) (L 386, off 14) (L 400, off 3) (L 446, off 32) (L 451, off 7) (L 585, off 3) (L 612, off 29) (L 630, off 3) (L 678, off 8) (L 762, off 3) (L 871, off 34) (L 1074, off 23) (L 1092, off 8) (L 1105, off 9) (L 1294, off 3) (L 1387, off 51) (L 1437, off 62) (L 1500, off 55) (L 1674, off 18) (L 1754, off 7) (L 1754, off 44) (L 1874, off 3) (L 1909, off 33) (L 1924, off 7) (L 1930, off 3) (L 2262, off 38) (L 2566, off 10) (L 3000, off 38) (L 3160, off 8) (L 3317, off 56) (L 3407, off 3) (L 3710, off 3) (L 3735, off 31) (L 3818, off 3) (L 3852, off 8) (L 4097, off 3) (L 4310, off 3) (L 4326, off 36) (L 4451, off 20) (L 4511, off 49) (L 4533, off 45) 
 "Yes" 44 (L 169, off 1) (L 277, off 1) (L 311, off 1) (L 377, off 1) (L 520, off 1) (L 591, off 1) (L 678, off 1) (L 832, off 1) (L 958, off 1) (L 1092, off 1) (L 1225, off 1) (L 1252, off 1) (L 1305, off 1) (L 1453, off 1) (L 1805, off 1) (L 1849, off 1) (L 2218, off 1) (L 2236, off 1) (L 2355, off 24) (L 2433, off 1) (L 2508, off 1) (L 2587, off 6) (L 2644, off 1) (L 2745, off 1) (L 2965, off 1) (L 2967, off 18) (L 2974, off 1) (L 3151, off 1) (L 3259, off 1) (L 3377, off 1) (L 3534, off 1) (L 3735, off 1) (L 3793, off 1) (L 3852, off 1) (L 3985, off 1) (L 4002, off 1) (L 4024, off 1) (L 4048, off 1) (L 4067, off 1) (L 4102, off 1) (L 4312, off 1) (L 4438, off 1) (L 4528, off 1) (L 4547, off 1) 
 "find" 44 (L 288, off 14) (L 421, off 32) (L 423, off 11) (L 446, off 16) (L 452, off 41) (L 623, off 24) (L 639, off 53) (L 642, off 11) (L 872, off 39) (L 1065, off 9) (L 1316, off 34) (L 1630, off 48) (L 1648, off 18) (L 1677, off 7) (L 1698, off 62) (L 1725, off 47) (L 1733, off 13) (L 1743, off 3) (L 1753, off 54) (L 1855, off 0) (L 1933, off 19) (L 1986, off 46) (L 2001, off 60) (L 2021, off 28) (L 2057, off 24) (L 2104, off 41) (L 2194, off 16) (L 2207, off 7) (L 2448, off 27) (L 2458, off 20) (L 2459, off 25) (L 2486, off 20) (L 2496, off 43) (L 2498, off 11) (L 2891, off 13) (L 2959, off 67) (L 3014, off 10) (L 3581, off 56) (L 4161, off 54) (L 4170, off 54) (L 4176, off 26) (L 4326, off 53) (L 4350, off 4) (L 4495, off 36) 
 "first" 44 (L 250, off 18) (L 254, off 3) (L 257, off 62) (L 433, off 4) (L 443, off 7) (L 444, off 50) (L 452, off 25) (L 612, off 56) (L 638, off 47) (L 683, off 52) (L 837, off 20) (L 841, off 41) (L 947, off 27) (L 1000, off 42) (L 1007, off 66) (L 1014, off 3) (L 1126, off 19) (L 1132, off 0) (L 1148, off 62) (L 1201, off 0) (L 1232, off 17) (L 1249, off 31) (L 1363, off 44) (L 1627, off 13) (L 1780, off 39) (L 1966, off 35) (L 2033, off 13) (L 2208, off 3) (L 2608, off 14) (L 2678, off 21) (L 2702, off 43) (L 3005, off 41) (L 3037, off 40) (L 3187, off 23) (L 3192, off 49) (L 3233, off 13) (L 3403, off 34) (L 3962, off 3) (L 3999, off 11) (L 4088, off 12) (L 4141, off 63) (L 4176, off 16) (L 4178, off 19) (L 4259, off 13) 
 "like" 44 (L 305, off 50) (L 513, off 6) (L 619, off 52) (L 631, off 13) (L 659, off 55) (L 698, off 32) (L 707, off 23) (L 793, off 46) (L 796, off 3) (L 901, off 13) (L 928, off 11) (L 992, off 63) (L 1201, off 15) (L 1338, off 43) (L 1344, off 4) (L 1376, off 49) (L 1495, off 46) (L 1705, off 7) (L 1709, off 16) (L 1717, off 21) (L 1729, off 25) (L 1757, off 16) (L 2013, off 0) (L 2052, off 57) (L 2073, off 22) (L 2079, off 22) (L 2359, off 21) (L 2577, off 55) (L 2626, off 52) (L 2683, off 40) (L 2820, off 48) (L 3000, off 30) (L 3162, off 30) (L 3254, off 42) (L 3281, off 46) (L 3287, off 28) (L 3415, off 25) (L 3526, off 17) (L 3559, off 0) (L 3568, off 62) (L 3847, off 10) (L 3903, off 24) (L 4065, off 13) (L 4147, off 18) 
 "meadow" 44 (L 166, off 14) (L 170, off 33) (L 178, off 0) (L 181, off 43) (L 188, off 22) (L 200, off 27) (L 216, off 34) (L 278, off 60) (L 321, off 34) (L 324, off 48) (L 328, off 17) (L 345, off 0) (L 396, off 30) (L 474, off 28) (L 728, off 56) (L 764, off 17) (L 773, off 0) (L 789, off 35) (L 852, off 56) (L 885, off 21) (L 946, off 51) (L 980, off 33) (L 980, off 60) (L 985, off 40) (L 998, off 14) (L 1046, off 7) (L 1136, off 33) (L 1149, off 55) (L 1152, off 45) (L 1159, off 45) (L 1171, off 7) (L 1180, off 49) (L 1216, off 28) (L 1285, off 44) (L 1332, off 21) (L 1356, off 61) (L 1432, off 12) (L 1780, off 17) (L 1823, off 29) (L 2702, off 26) (L 3402, off 63) (L 3460, off 22) (L 3862, off 62) (L 3946, off 0) 
 "Mason" 45 (L 166, off 6) (L 181, off 35) (L 188, off 14) (L 200, off 19) (L 216, off 26) (L 278, off 52) (L 321, off 26) (L 324, off 40) (L 474, off 20) (L 615, off 31) (L 621, off 9) (L 728, off 48) (L 764, off 9) (L 772, off 63) (L 852, off 48) (L 946, off 43) (L 1149, off 47) (L 1156, off 47) (L 1164, off 44) (L 1168, off 17) (L 1170, off 55) (L 1177, off 14) (L 1190, off 61) (L 1200, off 38) (L 1207, off 45) (L 1222, off 19) (L 1230, off 20) (L 1236, off 41) (L 1248, off 18) (L 1277, off 30) (L 1290, off 14) (L 1311, off 65) (L 1411, off 56) (L 1429, off 31) (L 1453, off 54) (L 1464, off 14) (L 1466, off 18) (L 1653, off 25) (L 1823, off 21) (L 2702, off 18) (L 3402, off 55) (L 3451, off 24) (L 3460, off 14) (L 3858, off 23) (L 3945, off 52) 
 "animal" 45 (L 545, off 10) (L 570, off 23) (L 616, off 11) (L 619, off 26) (L 958, off 52) (L 963, off 41) (L 1208, off 63) (L 1646, off 24) (L 1699, off 0) (L 2160, off 7) (L 2203, off 43) (L 2249, off 19) (L 2251, off 28) (L 2253, off 18) (L 2280, off 19) (L 2287, off 18) (L 2300, off 16) (L 2324, off 26) (L 2537, off 9) (L 3043, off 28) (L 3105, off 61) (L 3114, off 16) (L 3117, off 19) (L 3205, off 64) (L 3219, off 0) (L 3232, off 18) (L 3263, off 7) (L 3299, off 7) (L 3356, off 8) (L 3364, off 19) (L 3408, off 63) (L 3458, off 47) (L 3777, off 35) (L 3781, off 46) (L 3857, off 50) (L 3873, off 27) (L 3917, off 51) (L 3938, off 60) (L 3941, off 21) (L 4013, off 36) (L 4017, off 15) (L 4116, off 4) (L 4398, off 3) (L 4541, off 43) (L 4542, off 26) 
 "away" 46 (L 5, off 61) (L 188, off 29) (L 633, off 50) (L 656, off 22) (L 658, off 29) (L 660, off 67) (L 665, off 43) (L 959, off 0) (L 1095, off 47) (L 1165, off 47) (L 1266, off 51) (L 1294, off 62) (L 1312, off 18) (L 1812, off 0) (L 1930, off 50) (L 2001, off 4) (L 2020, off 29) (L 2061, off 46) (L 2067, off 9) (L 2069, off 46) (L 2133, off 41) (L 2179, off 67) (L 2444, off 54) (L 2492, off 40) (L 2892, off 26) (L 3339, off 21) (L 3350, off 9) (L 3366, off 19) (L 3481, off 17) (L 3507, off 12) (L 3733, off 29) (L 3756, off 17) (L 3814, off 0) (L 3842, off 12) (L 3981, off 33) (L 4038, off 13) (L 4050, off 12) (L 4118, off 32) (L 4216, off 67) (L 4300, off 60) (L 4475, off 14) (L 4480, off 36) (L 4491, off 4) (L 4494, off 34) (L 4541, off 50) (L 4699, off 61) 
 "catch" 46 (L 150, off 56) (L 1360, off 23) (L 1393, off 46) (L 1441, off 31) (L 1755, off 0) (L 1854, off 44) (L 2504, off 58) (L 2511, off 16) (L 2525, off 10) (L 2533, off 8) (L 2558, off 44) (L 2562, off 14) (L 2568, off 14) (L 2573, off 22) (L 2573, off 41) (L 2588, off 11) (L 2606, off 11) (L 2616, off 20) (L 2623, off 37) (L 2626, off 32) (L 2642, off 13) (L 2663, off 6) (L 2726, off 25) (L 2766, off 10) (L 2766, off 35) (L 2767, off 61) (L 2855, off 0) (L 2888, off 4) (L 2946, off 31) (L 2962, off 63) (L 3047, off 19) (L 3171, off 27) (L 3187, off 0) (L 3454, off 57) (L 3491, off 15) (L 3496, off 65) (L 3502, off 9) (L 3558, off 16) (L 3853, off 16) (L 3920, off 26) (L 3942, off 41) (L 3970, off 6) (L 4161, off 40) (L 4171, off 3) (L 4176, off 6) (L 4480, off 54) 
 "look" 47 (L 298, off 65) (L 377, off 10) (L 465, off 61) (L 516, off 20) (L 521, off 27) (L 619, off 37) (L 639, off 22) (L 865, off 5) (L 904, off 9) (L 907, off 14) (L 922, off 10) (L 1007, off 49) (L 1044, off 60) (L 1052, off 17) (L 1119, off 6) (L 1233, off 0) (L 1694, off 17) (L 1715, off 30) (L 1729, off 13) (L 1745, off 13) (L 1757, off 30) (L 1767, off 54) (L 1820, off 18) (L 2024, off 41) (L 2091, off 7) (L 2144, off 46) (L 2249, off 59) (L 2334, off 18) (L 2379, off 51) (L 2438, off 67) (L 2622, off 51) (L 2661, off 45) (L 2958, off 61) (L 2968, off 12) (L 3016, off 39) (L 3060, off 0) (L 3077, off 0) (L 3096, off 12) (L 3259, off 53) (L 3287, off 14) (L 3318, off 13) (L 3358, off 53) (L 3408, off 50) (L 3447, off 63) (L 3465, off 36) (L 4046, off 37) (L 4104, off 39) 
 "more" 47 (L 215, off 43) (L 372, off 0) (L 446, off 56) (L 640, off 4) (L 703, off 18) (L 703, off 62) (L 706, off 18) (L 707, off 36) (L 742, off 10) (L 796, off 26) (L 833, off 21) (L 901, off 8) (L 928, off 6) (L 992, off 58) (L 1060, off 21) (L 1243, off 7) (L 1322, off 42) (L 1412, off 0) (L 1708, off 25) (L 1903, off 17) (L 1926, off 21) (L 2087, off 11) (L 2154, off 13) (L 2195, off 28) (L 2289, off 35) (L 2409, off 5) (L 2588, off 0) (L 2636, off 11) (L 3162, off 56) (L 3163, off 29) (L 3206, off 26) (L 3306, off 36) (L 3314, off 63) (L 3558, off 36) (L 3580, off 55) (L 3667, off 29) (L 4021, off 58) (L 4026, off 58) (L 4060, off 57) (L 4069, off 61) (L 4095, off 13) (L 4188, off 0) (L 4326, off 0) (L 4384, off 30) (L 4529, off 24) (L 4550, off 60) (L 4866, off 9) 
 "place" 47 (L 166, off 33) (L 178, off 35) (L 425, off 4) (L 765, off 16) (L 862, off 0) (L 950, off 36) (L 1012, off 23) (L 1015, off 0) (L 1018, off 17) (L 1037, off 18) (L 1045, off 35) (L 1215, off 45) (L 1218, off 16) (L 1249, off 37) (L 1254, off 19) (L 1255, off 51) (L 1280, off 0) (L 1446, off 25) (L 1528, off 14) (L 1784, off 46) (L 1819, off 11) (L 1854, off 21) (L 2139, off 17) (L 2234, off 16) (L 2377, off 47) (L 2444, off 64) (L 2456, off 58) (L 2614, off 14) (L 2616, off 0) (L 2649, off 24) (L 2707, off 21) (L 2825, off 23) (L 2829, off 11) (L 3033, off 38) (L 3065, off 17) (L 3123, off 12) (L 3307, off 52) (L 3309, off 22) (L 3400, off 7) (L 3403, off 9) (L 3686, off 12) (L 3719, off 13) (L 3871, off 62) (L 3880, off 46) (L 4140, off 16) (L 4422, off 9) (L 4679, off 32) 
 "came" 48 (L 294, off 26) (L 371, off 5) (L 496, off 0) (L 507, off 12) (L 710, off 26) (L 861, off 57) (L 872, off 7) (L 980, off 19) (L 1099, off 31) (L 1334, off 24) (L 1342, off 8) (L 1470, off 13) (L 1515, off 63) (L 1596, off 27) (L 1597, off 50) (L 1663, off 9) (L 1765, off 0) (L 1950, off 13) (L 1978, off 4) (L 2005, off 60) (L 2123, off 5) (L 2230, off 13) (L 2256, off 49) (L 2287, off 56) (L 2363, off 59) (L 2406, off 30) (L 2707, off 42) (L 2989, off 55) (L 3038, off 9) (L 3083, off 60) (L 3096, off 0) (L 3299, off 15) (L 3335, off 25) (L 3398, off 21) (L 3624, off 60) (L 3650, off 62) (L 3681, off 50) (L 3739, off 4) (L 3784, off 47) (L 3834, off 25) (L 3862, off 15) (L 3939, off 49) (L 4104, off 44) (L 4175, off 18) (L 4319, off 34) (L 4339, off 30) (L 4373, off 29) (L 4504, off 51) 
