 "'AS-IS'" 1 
 "--bootlegging" 1 (L 378, off 50) 
 "court" 11 (L 67, off 0) (L 106, off 65) (L 392, off 39) (L 457, off 5) (L 464, off 52) (L 476, off 58) (L 646, off 63) (L 691, off 31) (L 878, off 11) (L 1030, off 5) (L 1333, off 17) 
 "how" 11 (L 261, off 32) (L 499, off 15) (L 540, off 7) (L 548, off 10) (L 837, off 44) (L 1184, off 53) (L 1300, off 35) (L 1682, off 23) (L 1761, off 10) (L 1762, off 20) (L 1762, off 60) 
 "laws" 11 (L 8, off 18) (L 1049, off 57) (L 1489, off 19) (L 1490, off 42) (L 1492, off 10) (L 1513, off 42) (L 1688, off 54) (L 1693, off 13) (L 1693, off 35) (L 1720, off 50) (L 1736, off 32) 
 "org" 11 (L 7, off 14) (L 1409, off 29) (L 1445, off 14) (L 1512, off 35) (L 1551, off 15) (L 1684, off 14) (L 1701, off 31) (L 1707, off 18) (L 1727, off 26) (L 1741, off 36) (L 1758, off 24) 
 "see" 11 (L 62, off 60) (L 135, off 58) (L 161, off 6) (L 545, off 17) (L 788, off 3) (L 1002, off 21) (L 1130, off 51) (L 1251, off 49) (L 1387, off 0) (L 1387, off 31) (L 1682, off 64) 
 "too" 11 (L 55, off 32) (L 153, off 22) (L 204, off 40) (L 284, off 35) (L 284, off 54) (L 290, off 66) (L 445, off 0) (L 860, off 46) (L 1237, off 22) (L 1316, off 36) (L 1316, off 50) 
 "trial" 11 (L 506, off 23) (L 517, off 18) (L 569, off 17) (L 663, off 41) (L 762, off 54) (L 859, off 28) (L 1167, off 49) (L 1339, off 13) (L 1343, off 41) (L 1355, off 43) (L 1386, off 35) 
 "District" 12 (L 143, off 4) (L 298, off 37) (L 480, off 4) (L 523, off 29) (L 601, off 40) (L 611, off 33) (L 696, off 24) (L 741, off 26) (L 1178, off 4) (L 1278, off 4) (L 1292, off 39) (L 1316, off 18) 
 "Hayward" 12 (L 97, off 19) (L 467, off 23) (L 469, off 48) (L 610, off 42) (L 685, off 62) (L 715, off 40) (L 851, off 37) (L 930, off 36) (L 964, off 6) (L 1024, off 6) (L 1237, off 40) (L 1309, off 43) 
 "continued" 12 (L 342, off 0) (L 409, off 46) (L 493, off 46) (L 499, off 34) (L 535, off 23) (L 602, off 3) (L 661, off 14) (L 694, off 5) (L 827, off 41) (L 1290, off 5) (L 1340, off 21) (L 1348, off 44) 
 "defendant" 12 (L 622, off 20) (L 663, off 23) (L 752, off 55) (L 802, off 0) (L 818, off 40) (L 852, off 0) (L 884, off 42) (L 919, off 34) (L 1011, off 36) (L 1176, off 57) (L 1289, off 10) (L 1318, off 37) 
 "donations" 12 (L 1575, off 32) (L 1672, off 60) (L 1682, off 44) (L 1713, off 26) (L 1716, off 60) (L 1721, off 25) (L 1724, off 43) (L 1731, off 30) (L 1734, off 14) (L 1735, off 43) (L 1740, off 55) (L 1761, off 22) 
 "each" 12 (L 144, off 47) (L 464, off 20) (L 482, off 30) (L 691, off 57) (L 875, off 23) (L 903, off 48) (L 1043, off 16) (L 1125, off 33) (L 1330, off 29) (L 1336, off 3) (L 1386, off 53) (L 1571, off 27) 
 "full" 12 (L 691, off 13) (L 762, off 0) (L 1466, off 32) (L 1486, off 30) (L 1502, off 25) (L 1535, off 45) (L 1542, off 40) (L 1555, off 0) (L 1578, off 16) (L 1580, off 37) (L 1586, off 53) (L 1692, off 45) 
 "human" 12 (L 598, off 36) (L 972, off 34) (L 993, off 12) (L 1049, off 4) (L 1052, off 19) (L 1056, off 4) (L 1057, off 46) (L 1071, off 56) (L 1095, off 17) (L 1299, off 0) (L 1330, off 3) (L 1383, off 37) 
 "our" 12 (L 507, off 68) (L 569, off 65) (L 771, off 24) (L 1120, off 25) (L 1121, off 57) (L 1131, off 7) (L 1381, off 0) (L 1381, off 65) (L 1736, off 49) (L 1757, off 21) (L 1762, off 40) (L 1763, off 13) 
 "stand" 12 (L 65, off 36) (L 262, off 58) (L 645, off 53) (L 729, off 59) (L 835, off 47) (L 879, off 26) (L 1019, off 36) (L 1030, off 58) (L 1084, off 40) (L 1124, off 55) (L 1153, off 29) (L 1162, off 39) 
 "trademark" 12 (L 66, off 44) (L 857, off 26) (L 1425, off 12) (L 1425, off 57) (L 1433, off 0) (L 1453, off 1) (L 1462, off 41) (L 1525, off 0) (L 1568, off 43) (L 1599, off 0) (L 1617, off 13) (L 1656, off 0) 
 "turned" 12 (L 97, off 3) (L 266, off 64) (L 439, off 34) (L 606, off 20) (L 640, off 34) (L 685, off 46) (L 835, off 20) (L 912, off 28) (L 931, off 49) (L 959, off 5) (L 1088, off 5) (L 1088, off 46) 
 "voice" 12 (L 72, off 16) (L 317, off 35) (L 329, off 35) (L 359, off 36) (L 523, off 55) (L 565, off 29) (L 580, off 58) (L 652, off 60) (L 748, off 16) (L 1334, off 58) (L 1348, off 59) (L 1377, off 23) 
 "www" 12 (L 7, off 0) (L 28, off 40) (L 1409, off 15) (L 1412, off 40) (L 1445, off 0) (L 1512, off 21) (L 1551, off 1) (L 1684, off 0) (L 1701, off 17) (L 1727, off 12) (L 1741, off 22) (L 1758, off 10) 
 "Archive" 13 (L 1472, off 36) (L 1570, off 21) (L 1574, off 21) (L 1576, off 11) (L 1597, off 41) (L 1616, off 19) (L 1679, off 19) (L 1682, off 0) (L 1685, off 9) (L 1687, off 31) (L 1692, off 0) (L 1710, off 9) (L 1762, off 0) 
 "His" 13 (L 266, off 29) (L 385, off 36) (L 395, off 41) (L 440, off 58) (L 444, off 55) (L 566, off 10) (L 615, off 4) (L 1116, off 0) (L 1185, off 35) (L 1191, off 31) (L 1237, off 49) (L 1243, off 10) (L 1310, off 52) 
 "Literary" 13 (L 1472, off 27) (L 1570, off 12) (L 1574, off 12) (L 1576, off 2) (L 1597, off 32) (L 1616, off 10) (L 1679, off 10) (L 1681, off 55) (L 1685, off 0) (L 1687, off 22) (L 1691, off 61) (L 1710, off 0) (L 1761, off 57) 
 "answer" 13 (L 93, off 9) (L 264, off 61) (L 310, off 0) (L 317, off 0) (L 349, off 32) (L 558, off 12) (L 676, off 0) (L 871, off 12) (L 957, off 16) (L 962, off 4) (L 964, off 54) (L 1229, off 61) (L 1365, off 49) 
 "jury" 13 (L 230, off 48) (L 476, off 17) (L 516, off 49) (L 566, off 4) (L 872, off 9) (L 999, off 46) (L 1019, off 49) (L 1227, off 11) (L 1237, off 4) (L 1278, off 39) (L 1313, off 35) (L 1336, off 22) (L 1376, off 5) 
 "looked" 13 (L 157, off 25) (L 194, off 17) (L 272, off 11) (L 309, off 5) (L 440, off 5) (L 468, off 0) (L 600, off 46) (L 691, off 47) (L 735, off 11) (L 930, off 16) (L 1136, off 18) (L 1190, off 56) (L 1266, off 13) 
 "more" 13 (L 176, off 57) (L 380, off 15) (L 393, off 27) (L 495, off 18) (L 495, off 36) (L 853, off 44) (L 857, off 40) (L 1058, off 0) (L 1092, off 52) (L 1094, off 54) (L 1143, off 67) (L 1377, off 29) (L 1681, off 22) 
 "old" 13 (L 118, off 16) (L 126, off 0) (L 153, off 17) (L 161, off 63) (L 284, off 58) (L 309, off 50) (L 395, off 67) (L 503, off 68) (L 533, off 42) (L 692, off 26) (L 1396, off 65) (L 1415, off 52) (L 1671, off 30) 
 "over" 13 (L 65, off 61) (L 100, off 16) (L 178, off 62) (L 207, off 18) (L 254, off 28) (L 300, off 52) (L 468, off 21) (L 559, off 59) (L 579, off 0) (L 675, off 44) (L 775, off 67) (L 821, off 41) (L 1205, off 16) 
 "question" 13 (L 73, off 54) (L 83, off 37) (L 143, off 42) (L 304, off 50) (L 507, off 12) (L 666, off 49) (L 861, off 4) (L 871, off 27) (L 979, off 13) (L 1092, off 27) (L 1227, off 42) (L 1229, off 41) (L 1233, off 15) 
 "same" 13 (L 143, off 37) (L 259, off 43) (L 478, off 0) (L 662, off 67) (L 673, off 25) (L 675, off 15) (L 680, off 15) (L 738, off 64) (L 793, off 25) (L 847, off 65) (L 1012, off 24) (L 1099, off 16) (L 1486, off 0) 
 "than" 13 (L 153, off 33) (L 156, off 41) (L 213, off 49) (L 281, off 17) (L 853, off 54) (L 857, off 45) (L 991, off 52) (L 1081, off 21) (L 1095, off 31) (L 1149, off 62) (L 1377, off 50) (L 1549, off 6) (L 1595, off 66) 
 "there" 13 (L 121, off 47) (L 177, off 45) (L 290, off 32) (L 503, off 29) (L 570, off 5) (L 652, off 20) (L 696, off 0) (L 732, off 4) (L 875, off 60) (L 961, off 20) (L 1149, off 49) (L 1166, off 46) (L 1397, off 9) 
 "And" 14 (L 129, off 47) (L 177, off 41) (L 435, off 53) (L 448, off 11) (L 493, off 0) (L 624, off 1) (L 919, off 1) (L 949, off 1) (L 1002, off 1) (L 1124, off 0) (L 1133, off 1) (L 1245, off 0) (L 1322, off 1) (L 1361, off 25) 
 "morning" 14 (L 56, off 56) (L 251, off 35) (L 289, off 5) (L 327, off 30) (L 392, off 0) (L 457, off 32) (L 464, off 25) (L 624, off 49) (L 654, off 53) (L 662, off 36) (L 697, off 53) (L 871, off 60) (L 1143, off 48) (L 1170, off 0) 
 "must" 14 (L 484, off 31) (L 1069, off 24) (L 1072, off 10) (L 1345, off 4) (L 1454, off 33) (L 1502, off 59) (L 1522, off 57) (L 1529, off 0) (L 1551, off 25) (L 1554, off 51) (L 1570, off 58) (L 1581, off 15) (L 1596, off 37) (L 1632, off 44) 
 "such" 14 (L 445, off 12) (L 448, off 40) (L 746, off 37) (L 998, off 16) (L 1050, off 51) (L 1056, off 48) (L 1129, off 63) (L 1297, off 28) (L 1334, off 8) (L 1429, off 23) (L 1573, off 39) (L 1581, off 28) (L 1608, off 19) (L 1731, off 55) 
 "two" 14 (L 56, off 65) (L 103, off 53) (L 144, off 7) (L 232, off 32) (L 298, off 20) (L 340, off 62) (L 594, off 60) (L 815, off 5) (L 843, off 23) (L 995, off 3) (L 999, off 29) (L 1032, off 61) (L 1045, off 38) (L 1231, off 7) 
 "where" 14 (L 8, off 38) (L 60, off 31) (L 635, off 42) (L 791, off 22) (L 835, off 54) (L 841, off 14) (L 859, off 17) (L 949, off 5) (L 1034, off 52) (L 1072, off 0) (L 1489, off 37) (L 1513, off 62) (L 1725, off 0) (L 1729, off 61) 
 "States" 15 (L 3, off 59) (L 7, off 57) (L 1419, off 36) (L 1421, off 0) (L 1431, off 52) (L 1476, off 0) (L 1477, off 7) (L 1477, off 48) (L 1491, off 61) (L 1497, off 27) (L 1508, off 61) (L 1513, off 9) (L 1520, off 11) (L 1722, off 0) (L 1736, off 19) 
 "This" 15 (L 3, off 0) (L 46, off 32) (L 222, off 1) (L 416, off 1) (L 440, off 0) (L 744, off 38) (L 767, off 34) (L 778, off 1) (L 833, off 1) (L 1170, off 10) (L 1339, off 1) (L 1407, off 6) (L 1408, off 0) (L 1508, off 2) (L 1760, off 0) 
 "Tony's" 15 (L 117, off 0) (L 316, off 64) (L 328, off 23) (L 349, off 25) (L 376, off 29) (L 380, off 51) (L 848, off 12) (L 850, off 3) (L 1148, off 40) (L 1154, off 3) (L 1156, off 30) (L 1205, off 21) (L 1225, off 0) (L 1241, off 4) (L 1284, off 0) 
 "United" 15 (L 3, off 52) (L 7, off 50) (L 1419, off 29) (L 1420, off 63) (L 1431, off 45) (L 1475, off 56) (L 1477, off 0) (L 1477, off 41) (L 1491, off 54) (L 1497, off 20) (L 1508, off 54) (L 1513, off 2) (L 1520, off 4) (L 1721, off 59) (L 1736, off 12) 
 "back" 15 (L 210, off 58) (L 344, off 9) (L 372, off 61) (L 392, off 60) (L 438, off 10) (L 532, off 43) (L 606, off 43) (L 771, off 45) (L 835, off 27) (L 931, off 56) (L 1020, off 0) (L 1084, off 20) (L 1088, off 53) (L 1141, off 13) (L 1192, off 36) 
 "before" 15 (L 8, off 60) (L 230, off 37) (L 270, off 30) (L 277, off 22) (L 464, off 33) (L 479, off 29) (L 498, off 0) (L 584, off 9) (L 591, off 30) (L 675, off 59) (L 776, off 13) (L 1229, off 50) (L 1333, off 33) (L 1493, off 10) (L 1514, off 14) 
 "copy" 15 (L 5, off 21) (L 715, off 12) (L 717, off 37) (L 725, off 50) (L 1420, off 33) (L 1456, off 46) (L 1503, off 25) (L 1510, off 35) (L 1539, off 14) (L 1552, off 23) (L 1552, off 52) (L 1553, off 15) (L 1587, off 45) (L 1634, off 59) (L 1638, off 11) 
 "last" 15 (L 192, off 0) (L 204, off 29) (L 222, off 12) (L 244, off 66) (L 447, off 0) (L 478, off 25) (L 535, off 67) (L 624, off 60) (L 654, off 64) (L 662, off 47) (L 806, off 20) (L 1183, off 43) (L 1216, off 31) (L 1267, off 13) (L 1319, off 13) 
 "set" 15 (L 201, off 37) (L 735, off 27) (L 879, off 53) (L 1004, off 17) (L 1152, off 34) (L 1156, off 50) (L 1186, off 46) (L 1422, off 26) (L 1459, off 45) (L 1525, off 13) (L 1541, off 36) (L 1596, off 4) (L 1599, off 37) (L 1641, off 61) (L 1648, off 41) 
 "through" 15 (L 56, off 38) (L 327, off 18) (L 519, off 5) (L 561, off 34) (L 666, off 37) (L 818, off 14) (L 837, off 19) (L 1150, off 11) (L 1225, off 44) (L 1273, off 51) (L 1296, off 26) (L 1309, off 14) (L 1329, off 5) (L 1523, off 49) (L 1529, off 39) 
 "when" 15 (L 143, off 51) (L 261, off 12) (L 309, off 41) (L 367, off 11) (L 439, off 26) (L 462, off 41) (L 533, off 34) (L 565, off 35) (L 830, off 43) (L 872, off 0) (L 1064, off 0) (L 1111, off 45) (L 1133, off 47) (L 1227, off 16) (L 1486, off 64) 
 "years" 15 (L 145, off 26) (L 145, off 57) (L 200, off 60) (L 266, off 22) (L 450, off 40) (L 577, off 0) (L 718, off 66) (L 857, off 56) (L 925, off 25) (L 992, off 41) (L 1071, off 22) (L 1080, off 0) (L 1316, off 59) (L 1385, off 13) (L 1747, off 37) 
 "But" 16 (L 128, off 65) (L 205, off 38) (L 207, off 27) (L 275, off 1) (L 373, off 45) (L 380, off 0) (L 447, off 30) (L 479, off 54) (L 488, off 6) (L 927, off 1) (L 1052, off 11) (L 1057, off 38) (L 1193, off 44) (L 1359, off 0) (L 1380, off 1) (L 1389, off 1) 
 "What" 16 (L 76, off 1) (L 85, off 1) (L 194, off 1) (L 205, off 63) (L 236, off 1) (L 482, off 42) (L 487, off 1) (L 491, off 1) (L 533, off 15) (L 813, off 1) (L 924, off 1) (L 979, off 59) (L 1090, off 1) (L 1176, off 1) 
 "could" 16 (L 72, off 29) (L 87, off 21) (L 125, off 31) (L 151, off 17) (L 374, off 20) (L 375, off 47) (L 443, off 46) (L 533, off 20) (L 838, off 53) (L 860, off 51) (L 1034, off 62) (L 1086, off 14) (L 1234, off 30) (L 1300, off 65) (L 1746, off 59) 
 "time" 16 (L 363, off 51) (L 364, off 31) (L 416, off 19) (L 479, off 63) (L 647, off 51) (L 718, off 27) (L 779, off 41) (L 809, off 15) (L 1054, off 59) (L 1061, off 9) (L 1099, off 21) (L 1169, off 56) (L 1295, off 44) (L 1353, off 56) (L 1362, off 7) (L 1381, off 4) 
 "without" 16 (L 161, off 36) (L 162, off 38) (L 165, off 24) (L 342, off 39) (L 366, off 19) (L 488, off 34) (L 778, off 36) (L 1035, off 30) (L 1421, off 7) (L 1421, off 30) (L 1466, off 5) (L 1487, off 13) (L 1520, off 18) (L 1540, off 54) (L 1639, off 0) (L 1712, off 53) 
 "agreement" 17 (L 1453, off 22) (L 1454, off 18) (L 1458, off 21) (L 1464, off 39) (L 1466, off 51) (L 1469, off 0) (L 1483, off 43) (L 1485, off 30) (L 1493, off 0) (L 1591, off 42) (L 1596, off 22) (L 1618, off 40) (L 1648, off 59) (L 1649, off 49) (L 1650, off 0) (L 1652, off 42) (L 1658, off 21) 
 "body" 17 (L 70, off 49) (L 756, off 0) (L 853, off 22) (L 890, off 42) (L 902, off 61) (L 972, off 40) (L 993, off 18) (L 1012, off 47) (L 1049, off 22) (L 1073, off 49) (L 1102, off 5) (L 1110, off 5) (L 1120, off 51) (L 1284, off 7) (L 1299, off 6) (L 1303, off 63) (L 1342, off 6) 
 "did" 17 (L 48, off 28) (L 236, off 11) (L 275, off 21) (L 460, off 32) (L 811, off 3) (L 813, off 6) (L 944, off 32) (L 949, off 11) (L 955, off 45) (L 998, off 40) (L 1075, off 50) (L 1237, off 30) (L 1269, off 37) (L 1269, off 57) (L 1292, off 31) (L 1360, off 45) (L 1361, off 54) 
 "know" 17 (L 171, off 4) (L 175, off 5) (L 182, off 33) (L 238, off 16) (L 281, off 5) (L 316, off 9) (L 323, off 8) (L 403, off 3) (L 538, off 5) (L 548, off 5) (L 671, off 12) (L 859, off 4) (L 951, off 26) (L 1269, off 50) (L 1270, off 2) (L 1730, off 47) 
 "most" 17 (L 4, off 0) (L 67, off 11) (L 242, off 10) (L 373, off 62) (L 480, off 42) (L 488, off 10) (L 648, off 26) (L 709, off 38) (L 744, off 50) (L 765, off 7) (L 771, off 7) (L 951, off 36) (L 1059, off 15) (L 1325, off 63) (L 1465, off 28) (L 1490, off 50) (L 1509, off 2) 
 "them" 17 (L 170, off 32) (L 200, off 8) (L 201, off 15) (L 207, off 9) (L 412, off 7) (L 443, off 36) (L 527, off 28) (L 529, off 64) (L 533, off 9) (L 561, off 5) (L 695, off 14) (L 695, off 62) (L 725, off 25) (L 872, off 59) (L 890, off 62) (L 891, off 19) (L 945, off 42) 
 "would" 17 (L 102, off 21) (L 367, off 28) (L 367, off 38) (L 583, off 3) (L 695, off 3) (L 746, off 22) (L 756, off 34) (L 927, off 34) (L 984, off 15) (L 1008, off 16) (L 1022, off 48) (L 1083, off 63) (L 1130, off 8) (L 1190, off 20) (L 1226, off 62) (L 1303, off 11) (L 1319, off 0) 
 "what" 18 (L 63, off 20) (L 125, off 13) (L 205, off 42) (L 488, off 54) (L 568, off 30) (L 750, off 46) (L 764, off 48) (L 866, off 49) (L 944, off 27) (L 955, off 26) (L 1069, off 44) (L 1133, off 32) (L 1216, off 17) (L 1222, off 63) (L 1255, off 42) (L 1303, off 0) (L 1387, off 15) (L 1490, off 0) 
 "courtroom" 19 (L 52, off 33) (L 460, off 57) (L 468, off 30) (L 478, off 5) (L 493, off 30) (L 574, off 4) (L 592, off 4) (L 610, off 4) (L 745, off 37) (L 849, off 14) (L 872, off 41) (L 1011, off 54) (L 1025, off 34) (L 1032, off 0) (L 1040, off 15) (L 1106, off 4) (L 1159, off 47) (L 1184, off 4) (L 1309, off 26) 
 "terms" 19 (L 5, off 66) (L 1443, off 46) (L 1452, off 19) (L 1454, off 4) (L 1458, off 7) (L 1464, off 25) (L 1466, off 37) (L 1468, off 48) (L 1483, off 29) (L 1485, off 16) (L 1492, off 50) (L 1511, off 12) (L 1530, off 11) (L 1530, off 61) (L 1536, off 8) (L 1542, off 45) (L 1580, off 24) (L 1591, off 28) (L 1595, off 60) 
 "Judge" 20 (L 97, off 13) (L 106, off 4) (L 467, off 17) (L 469, off 42) (L 610, off 36) (L 685, off 56) (L 715, off 34) (L 721, off 4) (L 748, off 0) (L 775, off 0) (L 851, off 31) (L 872, off 25) (L 930, off 30) (L 931, off 39) (L 959, off 19) (L 964, off 0) (L 1024, off 0) (L 1182, off 16) (L 1237, off 34) (L 1309, off 37) 
 "can" 20 (L 230, off 3) (L 472, off 62) (L 738, off 7) (L 934, off 59) (L 991, off 3) (L 1056, off 54) (L 1069, off 52) (L 1323, off 49) (L 1343, off 23) (L 1362, off 48) (L 1420, off 29) (L 1465, off 16) (L 1467, off 51) (L 1484, off 56) (L 1490, off 9) (L 1519, off 28) (L 1629, off 67) (L 1682, off 54) (L 1700, off 25) (L 1714, off 63) 
 "copyright" 20 (L 49, off 18) (L 1418, off 61) (L 1419, off 43) (L 1421, off 45) (L 1432, off 22) (L 1453, off 11) (L 1473, off 42) (L 1476, off 48) (L 1489, off 9) (L 1496, off 31) (L 1517, off 41) (L 1519, off 0) (L 1528, off 27) (L 1530, off 32) (L 1532, off 34) (L 1604, off 23) (L 1605, off 28) (L 1609, off 41) (L 1752, off 57) (L 1753, off 18) 
 "law" 20 (L 452, off 24) (L 484, off 62) (L 569, off 58) (L 597, off 31) (L 709, off 0) (L 1138, off 52) (L 1323, off 4) (L 1325, off 59) (L 1329, off 23) (L 1345, off 0) (L 1352, off 20) (L 1381, off 27) (L 1391, off 7) (L 1419, off 0) (L 1432, off 32) (L 1476, off 58) (L 1517, off 51) (L 1605, off 38) (L 1649, off 13) (L 1651, off 45) 
 "Foundation" 21 (L 1420, off 7) (L 1472, off 44) (L 1473, off 0) (L 1495, off 37) (L 1570, off 29) (L 1574, off 29) (L 1576, off 19) (L 1597, off 49) (L 1599, off 23) (L 1616, off 27) (L 1655, off 55) (L 1656, off 46) (L 1679, off 27) (L 1682, off 8) (L 1683, off 25) (L 1685, off 17) (L 1687, off 39) (L 1692, off 8) (L 1710, off 17) (L 1720, off 4) (L 1762, off 8) 
 "said" 21 (L 91, off 25) (L 95, off 18) (L 115, off 20) (L 169, off 25) (L 204, off 55) (L 310, off 13) (L 398, off 22) (L 496, off 57) (L 511, off 40) (L 523, off 61) (L 529, off 27) (L 686, off 4) (L 717, off 18) (L 788, off 9) (L 883, off 19) (L 934, off 40) (L 975, off 27) (L 979, off 47) (L 1022, off 14) (L 1269, off 20) (L 1317, off 0) 
 "into" 22 (L 149, off 18) (L 176, off 0) (L 279, off 15) (L 303, off 45) (L 316, off 43) (L 342, off 19) (L 399, off 6) (L 464, off 47) (L 610, off 23) (L 722, off 0) (L 872, off 20) (L 995, off 54) (L 1012, off 64) (L 1040, off 8) (L 1119, off 45) (L 1245, off 25) (L 1249, off 27) (L 1274, off 21) (L 1284, off 54) (L 1285, off 34) (L 1374, off 5) (L 1386, off 26) 
 "eyes" 23 (L 52, off 14) (L 57, off 25) (L 117, off 7) (L 117, off 47) (L 130, off 56) (L 131, off 55) (L 434, off 46) (L 440, off 62) (L 607, off 59) (L 678, off 49) (L 775, off 16) (L 846, off 14) (L 846, off 48) (L 942, off 16) (L 945, off 0) (L 952, off 0) (L 955, off 15) (L 966, off 20) (L 1185, off 39) (L 1225, off 7) (L 1225, off 20) (L 1237, off 58) (L 1267, off 27) (L 1274, off 16) 
 "may" 23 (L 5, off 17) (L 568, off 47) (L 568, off 54) (L 778, off 6) (L 888, off 7) (L 1006, off 36) (L 1355, off 49) (L 1385, off 4) (L 1389, off 8) (L 1426, off 4) (L 1428, off 50) (L 1430, off 32) (L 1431, off 10) (L 1458, off 36) (L 1462, off 55) (L 1510, off 31) (L 1545, off 11) (L 1561, off 11) (L 1607, off 47) (L 1607, off 62) (L 1634, off 24) (L 1636, off 30) (L 1638, off 39) 
 "one" 23 (L 191, off 52) (L 261, off 47) (L 275, off 17) (L 348, off 12) (L 380, off 4) (L 435, off 65) (L 446, off 16) (L 473, off 48) (L 479, off 0) (L 507, off 61) (L 585, off 37) (L 617, off 0) (L 617, off 7) (L 618, off 35) (L 717, off 45) (L 733, off 16) (L 735, off 23) (L 991, off 57) (L 1131, off 46) (L 1143, off 63) (L 1233, off 32) (L 1352, off 31) (L 1419, off 18) 
 "You" 24 (L 5, off 13) (L 171, off 0) (L 175, off 1) (L 226, off 1) (L 281, off 1) (L 443, off 42) (L 538, off 1) (L 548, off 1) (L 654, off 1) (L 824, off 1) (L 934, off 55) (L 1130, off 47) (L 1218, off 1) (L 1428, off 46) (L 1484, off 52) (L 1510, off 27) (L 1545, off 7) (L 1561, off 7) (L 1565, off 2) (L 1578, off 2) (L 1581, off 11) (L 1586, off 2) (L 1591, off 2) (L 1655, off 19) 
 "new" 24 (L 146, off 9) (L 295, off 27) (L 333, off 24) (L 373, off 9) (L 462, off 10) (L 520, off 53) (L 730, off 4) (L 1242, off 25) (L 1243, off 0) (L 1300, off 21) (L 1304, off 42) (L 1307, off 20) (L 1328, off 47) (L 1342, off 2) (L 1342, off 12) (L 1342, off 26) (L 1342, off 40) (L 1343, off 15) (L 1355, off 67) (L 1356, off 29) (L 1360, off 26) (L 1671, off 51) (L 1762, off 44) (L 1763, off 48) 
 "other" 24 (L 4, off 5) (L 144, off 52) (L 259, off 4) (L 424, off 4) (L 691, off 62) (L 735, off 48) (L 755, off 49) (L 994, off 14) (L 996, off 32) (L 1158, off 0) (L 1442, off 8) (L 1495, off 0) (L 1501, off 56) (L 1509, off 7) (L 1537, off 12) (L 1549, off 0) (L 1549, off 36) (L 1554, off 18) (L 1583, off 31) (L 1591, off 22) (L 1609, off 54) (L 1611, off 0) (L 1617, off 32) (L 1739, off 61) 
 "will" 25 (L 430, off 6) (L 572, off 47) (L 594, off 38) (L 597, off 11) (L 602, off 60) (L 724, off 25) (L 761, off 47) (L 772, off 8) (L 778, off 65) (L 939, off 35) (L 951, off 57) (L 1071, off 41) (L 1074, off 36) (L 1143, off 25) (L 1323, off 8) (L 1326, off 15) (L 1326, off 48) (L 1386, off 64) (L 1389, off 65) (L 1408, off 49) (L 1415, off 17) (L 1415, off 65) (L 1481, off 9) (L 1531, off 0) (L 1677, off 60) 
 "him" 26 (L 102, off 40) (L 124, off 42) (L 133, off 35) (L 177, off 0) (L 178, off 16) (L 210, off 38) (L 304, off 8) (L 355, off 35) (L 396, off 33) (L 449, off 11) (L 452, off 36) (L 521, off 61) (L 572, off 43) (L 577, off 40) (L 607, off 24) (L 622, off 64) (L 629, off 35) (L 646, off 14) (L 648, off 59) (L 675, off 40) (L 830, off 65) (L 1053, off 58) (L 1138, off 16) (L 1186, off 19) (L 1187, off 29) (L 1360, off 9) 
 "like" 26 (L 69, off 17) (L 101, off 48) (L 103, off 0) (L 110, off 4) (L 117, off 38) (L 148, off 36) (L 150, off 31) (L 270, off 20) (L 299, off 31) (L 389, off 14) (L 396, off 8) (L 424, off 33) (L 440, off 12) (L 520, off 46) (L 546, off 5) (L 560, off 9) (L 571, off 47) (L 572, off 38) (L 583, off 9) (L 617, off 19) (L 690, off 41) (L 893, off 18) (L 1025, off 44) (L 1148, off 66) (L 1194, off 38) (L 1336, off 27) 
 "witness" 27 (L 65, off 28) (L 71, off 62) (L 483, off 61) (L 508, off 52) (L 622, off 44) (L 643, off 0) (L 645, off 45) (L 648, off 40) (L 649, off 61) (L 685, off 14) (L 691, off 2) (L 703, off 28) (L 722, off 60) (L 729, off 51) (L 763, off 39) (L 781, off 17) (L 821, off 4) (L 835, off 39) (L 837, off 11) (L 964, off 43) (L 1019, off 28) (L 1030, off 50) (L 1043, off 21) (L 1084, off 32) (L 1153, off 21) (L 1189, off 43) (L 1282, off 62) 
 "Gutenberg" 28 (L 1, off 13) (L 6, off 15) (L 1403, off 19) (L 1425, off 31) (L 1443, off 0) (L 1462, off 14) (L 1472, off 17) (L 1480, off 26) (L 1499, off 55) (L 1504, off 29) (L 1505, off 16) (L 1511, off 33) (L 1522, off 0) (L 1570, off 2) (L 1574, off 2) (L 1575, off 57) (L 1597, off 22) (L 1598, off 8) (L 1598, off 58) (L 1603, off 15) (L 1616, off 0) (L 1679, off 0) (L 1681, off 45) (L 1684, off 59) (L 1687, off 12) (L 1691, off 51) (L 1709, off 54) (L 1738, off 25) (L 1761, off 47) 
 "electronic" 28 (L 446, off 29) (L 1424, off 13) (L 1441, off 16) (L 1448, off 13) (L 1451, off 0) (L 1455, off 43) (L 1457, off 21) (L 1463, off 41) (L 1465, off 54) (L 1468, off 13) (L 1470, off 0) (L 1474, off 24) (L 1482, off 15) (L 1516, off 45) (L 1527, off 45) (L 1540, off 0) (L 1540, off 37) (L 1562, off 47) (L 1588, off 2) (L 1595, off 13) (L 1607, off 0) (L 1618, off 13) (L 1629, off 15) (L 1657, off 41) (L 1660, off 0) (L 1670, off 0) (L 1743, off 58) (L 1746, off 37) 
