 "'AS-IS'" 1 
 "--Accident" 1 (L 9294, off 6) 
 "lay" 14 (L 340, off 61) (L 793, off 22) (L 3904, off 61) (L 3914, off 37) (L 3921, off 15) (L 4250, off 6) (L 4396, off 20) (L 4557, off 18) (L 4559, off 55) (L 5469, off 37) (L 5610, off 32) (L 6975, off 38) (L 7042, off 0) (L 8829, off 32) 
 "line" 14 (L 327, off 9) (L 488, off 54) (L 588, off 40) (L 1420, off 48) (L 2489, off 35) (L 2678, off 64) (L 2731, off 19) (L 2993, off 25) (L 3029, off 37) (L 3057, off 8) (L 7905, off 52) (L 8143, off 49) (L 8943, off 18) (L 9389, off 36) 
 "merely" 14 (L 493, off 56) (L 2729, off 36) (L 4004, off 62) (L 4026, off 6) (L 4209, off 40) (L 5056, off 55) (L 5411, off 17) (L 6944, off 45) (L 7149, off 61) (L 7298, off 6) (L 7323, off 7) (L 7391, off 0) (L 8500, off 57) (L 8753, off 45) 
 "need" 14 (L 614, off 47) (L 853, off 13) (L 1341, off 42) (L 1673, off 24) (L 1697, off 9) (L 1850, off 7) (L 2623, off 15) (L 2645, off 15) (L 3405, off 6) (L 3874, off 9) (L 6933, off 56) (L 8223, off 14) (L 8503, off 28) (L 9878, off 16) 
 "person" 14 (L 269, off 44) (L 1582, off 0) (L 2425, off 6) (L 4003, off 38) (L 6452, off 60) (L 6567, off 16) (L 7460, off 35) (L 7493, off 15) (L 8723, off 55) (L 8951, off 22) (L 9661, off 0) (L 9833, off 27) (L 9835, off 35) (L 9837, off 63) 
 "players" 14 (L 1264, off 55) (L 1267, off 35) (L 1556, off 40) (L 1693, off 15) (L 1710, off 0) (L 2112, off 0) (L 2530, off 50) (L 2872, off 35) (L 5824, off 64) (L 5877, off 0) (L 5951, off 4) (L 6936, off 0) (L 7674, off 42) (L 8486, off 59) 
 "playing" 14 (L 713, off 0) (L 2436, off 53) (L 3327, off 0) (L 5801, off 35) (L 5875, off 41) (L 6133, off 25) (L 6141, off 61) (L 6732, off 38) (L 6805, off 0) (L 6893, off 51) (L 7887, off 36) (L 8124, off 60) (L 8743, off 52) (L 8784, off 30) 
 "rest" 14 (L 55, off 4) (L 1299, off 0) (L 1464, off 12) (L 2076, off 0) (L 2123, off 15) (L 2504, off 38) (L 3150, off 0) (L 3211, off 22) (L 3559, off 23) (L 4016, off 32) (L 4604, off 0) (L 4612, off 35) (L 7178, off 47) (L 7864, off 24) 
 "seem" 14 (L 334, off 11) (L 543, off 27) (L 881, off 18) (L 958, off 4) (L 959, off 47) (L 1007, off 12) (L 1164, off 62) (L 2136, off 58) (L 2597, off 6) (L 3366, off 25) (L 3385, off 25) (L 3433, off 16) (L 3869, off 17) (L 6113, off 26) 
 "short" 14 (L 861, off 56) (L 1046, off 27) (L 1063, off 56) (L 1711, off 60) (L 2549, off 33) (L 3001, off 55) (L 3182, off 18) (L 4853, off 25) (L 5679, off 33) (L 6899, off 47) (L 7657, off 51) (L 7659, off 47) (L 7955, off 39) (L 7960, off 31) 
 "startled" 14 (L 265, off 28) (L 306, off 54) (L 309, off 59) (L 345, off 35) (L 1974, off 37) (L 2942, off 0) (L 3007, off 55) (L 4817, off 54) (L 5295, off 43) (L 6457, off 30) (L 7110, off 0) (L 7166, off 4) (L 7755, off 28) (L 8434, off 0) 
 "street" 14 (L 604, off 57) (L 917, off 24) (L 974, off 48) (L 1111, off 47) (L 1305, off 47) (L 2052, off 34) (L 4216, off 33) (L 4311, off 39) (L 4588, off 24) (L 4670, off 60) (L 4732, off 51) (L 4867, off 0) (L 5228, off 40) (L 6861, off 61) 
 "sudden" 14 (L 293, off 39) (L 502, off 21) (L 1378, off 0) (L 1422, off 24) (L 1554, off 5) (L 2021, off 0) (L 3622, off 39) (L 4597, off 26) (L 4801, off 28) (L 5824, off 48) (L 6785, off 21) (L 6860, off 12) (L 6913, off 38) (L 7107, off 0) 
 "ten" 14 (L 2052, off 67) (L 2508, off 6) (L 4672, off 17) (L 4704, off 46) (L 4829, off 31) (L 4850, off 10) (L 6360, off 59) (L 6408, off 8) (L 6414, off 12) (L 6530, off 35) (L 6795, off 7) (L 7981, off 15) (L 8025, off 31) (L 8956, off 22) 
 "themselves" 14 (L 54, off 44) (L 1018, off 0) (L 1406, off 61) (L 1775, off 0) (L 2542, off 26) (L 2543, off 58) (L 2570, off 32) (L 2573, off 61) (L 2887, off 37) (L 4008, off 40) (L 4077, off 58) (L 5878, off 48) (L 6551, off 17) (L 7687, off 53) 
 "thinking" 14 (L 813, off 17) (L 1454, off 59) (L 1545, off 63) (L 2384, off 59) (L 3432, off 24) (L 3649, off 19) (L 5155, off 61) (L 6047, off 10) (L 6916, off 22) (L 6936, off 25) (L 6996, off 5) (L 7063, off 18) (L 8887, off 20) (L 8911, off 11) 
 "Don" 15 (L 435, off 1) (L 672, off 1) (L 1322, off 29) (L 2063, off 1) (L 2623, off 9) (L 2743, off 1) (L 3760, off 2) (L 3905, off 10) (L 4387, off 1) (L 4983, off 1) (L 5330, off 1) (L 5499, off 1) (L 7170, off 1) (L 7315, off 1) (L 7943, off 1) 
 "States" 15 (L 3, off 59) (L 7, off 57) (L 9621, off 36) (L 9623, off 0) (L 9633, off 52) (L 9678, off 0) (L 9679, off 7) (L 9679, off 48) (L 9693, off 61) (L 9699, off 27) (L 9710, off 61) (L 9715, off 9) (L 9722, off 11) (L 9927, off 0) (L 9941, off 19) 
 "United" 15 (L 3, off 52) (L 7, off 50) (L 9621, off 29) (L 9622, off 63) (L 9633, off 45) (L 9677, off 56) (L 9679, off 0) (L 9679, off 41) (L 9693, off 54) (L 9699, off 20) (L 9710, off 54) (L 9715, off 2) (L 9722, off 4) (L 9926, off 59) (L 9941, off 12) 
 "bit" 15 (L 395, off 17) (L 1056, off 50) (L 1741, off 14) (L 1928, off 36) (L 2402, off 21) (L 2605, off 16) (L 3654, off 54) (L 3656, off 16) (L 3950, off 36) (L 4417, off 0) (L 5127, off 21) (L 5170, off 15) (L 6586, off 18) (L 7208, off 7) (L 8825, off 7) 
 "bunch" 15 (L 617, off 0) (L 1043, off 61) (L 1345, off 28) (L 1358, off 40) (L 1476, off 28) (L 1510, off 0) (L 1713, off 38) (L 2125, off 18) (L 2184, off 62) (L 2770, off 6) (L 3439, off 19) (L 4258, off 39) (L 4260, off 21) (L 4477, off 35) (L 6153, off 64) 
 "certain" 15 (L 1143, off 56) (L 3307, off 37) (L 3492, off 48) (L 3544, off 38) (L 3655, off 22) (L 3877, off 6) (L 4430, off 34) (L 5533, off 23) (L 6911, off 14) (L 7961, off 7) (L 8051, off 45) (L 8724, off 44) (L 9386, off 30) (L 9848, off 47) (L 9849, off 45) 
 "cigarette" 15 (L 732, off 31) (L 814, off 21) (L 1455, off 37) (L 2189, off 21) (L 4049, off 37) (L 4326, off 62) (L 6219, off 60) (L 6397, off 41) (L 6439, off 46) (L 6469, off 37) (L 7225, off 21) (L 7227, off 28) (L 7239, off 24) (L 7295, off 33) (L 7325, off 59) 
 "crack" 15 (L 915, off 25) (L 1838, off 26) (L 2630, off 34) (L 2636, off 27) (L 2663, off 30) (L 2730, off 53) (L 2842, off 53) (L 2956, off 23) (L 5867, off 30) (L 5939, off 22) (L 6143, off 56) (L 6935, off 66) (L 8353, off 34) (L 8511, off 17) (L 8559, off 60) 
 "declared" 15 (L 1236, off 25) (L 1290, off 40) (L 1615, off 20) (L 1751, off 0) (L 2051, off 60) (L 3292, off 0) (L 3411, off 33) (L 4018, off 59) (L 5062, off 38) (L 5067, off 33) (L 5152, off 36) (L 5836, off 51) (L 6099, off 41) (L 6117, off 29) (L 7434, off 55) 
 "drink" 15 (L 3793, off 46) (L 3795, off 9) (L 5458, off 55) (L 5499, off 55) (L 5501, off 8) (L 5505, off 30) (L 5515, off 11) (L 5517, off 8) (L 5550, off 7) (L 6340, off 3) (L 6832, off 59) (L 7100, off 55) (L 7130, off 19) (L 8801, off 49) (L 8888, off 10) 
 "except" 15 (L 738, off 40) (L 1448, off 10) (L 1658, off 12) (L 2459, off 61) (L 3228, off 57) (L 3230, off 7) (L 3650, off 6) (L 4765, off 13) (L 5836, off 28) (L 6144, off 64) (L 7428, off 37) (L 7825, off 24) (L 8618, off 23) (L 8834, off 26) (L 9599, off 26) 
 "fine" 15 (L 535, off 32) (L 539, off 10) (L 543, off 60) (L 676, off 62) (L 724, off 10) (L 1269, off 26) (L 1300, off 13) (L 1789, off 28) (L 2159, off 50) (L 2205, off 41) (L 3320, off 24) (L 4585, off 5) (L 6053, off 0) (L 6362, off 10) (L 8868, off 57) 
 "general" 15 (L 575, off 0) (L 661, off 39) (L 1409, off 20) (L 1726, off 0) (L 2022, off 59) (L 2081, off 48) (L 2455, off 60) (L 2653, off 4) (L 4035, off 2) (L 4043, off 2) (L 4626, off 12) (L 5404, off 29) (L 5994, off 57) (L 7379, off 16) (L 7813, off 27) 
 "goatee" 15 (L 372, off 48) (L 1587, off 44) (L 2253, off 0) (L 2343, off 39) (L 2647, off 53) (L 3799, off 0) (L 3837, off 29) (L 3857, off 26) (L 4455, off 58) (L 4498, off 51) (L 6210, off 65) (L 6225, off 29) (L 6311, off 36) (L 6331, off 0) (L 6427, off 56) 
 "idea" 15 (L 1069, off 64) (L 1317, off 15) (L 1388, off 64) (L 1404, off 18) (L 1820, off 7) (L 1987, off 53) (L 3385, off 42) (L 3958, off 16) (L 4420, off 55) (L 4488, off 18) (L 5187, off 62) (L 6272, off 64) (L 6556, off 66) (L 6703, off 20) (L 6949, off 18) 
 "kid" 15 (L 766, off 55) (L 1493, off 10) (L 3924, off 22) (L 4053, off 55) (L 4385, off 46) (L 4438, off 26) (L 4473, off 34) (L 4479, off 26) (L 4486, off 0) (L 6299, off 10) (L 6324, off 26) (L 6327, off 8) (L 6682, off 6) (L 6794, off 65) (L 7700, off 11) 
 "machine" 15 (L 1851, off 44) (L 1877, off 12) (L 2554, off 62) (L 4554, off 49) (L 4585, off 55) (L 4589, off 28) (L 4713, off 51) (L 5217, off 0) (L 5356, off 55) (L 5402, off 47) (L 5528, off 14) (L 5605, off 37) (L 5644, off 28) (L 5650, off 4) (L 9920, off 22) 
 "means" 15 (L 842, off 52) (L 1979, off 17) (L 1982, off 40) (L 1987, off 66) (L 3818, off 54) (L 5389, off 16) (L 5533, off 37) (L 6226, off 50) (L 7510, off 16) (L 7548, off 12) (L 7551, off 66) (L 8081, off 56) (L 9621, off 4) (L 9754, off 31) (L 9754, off 63) 
 "name" 15 (L 280, off 28) (L 398, off 62) (L 1658, off 23) (L 1780, off 4) (L 2229, off 20) (L 2355, off 30) (L 2638, off 14) (L 3834, off 63) (L 4637, off 62) (L 4653, off 24) (L 4827, off 12) (L 6094, off 0) (L 6237, off 41) (L 9594, off 26) (L 9686, off 21) 
 "outside" 15 (L 517, off 21) (L 2875, off 38) (L 4032, off 58) (L 4817, off 24) (L 5149, off 33) (L 5401, off 53) (L 5523, off 30) (L 6627, off 5) (L 7295, off 13) (L 7323, off 33) (L 8591, off 6) (L 8600, off 0) (L 9693, off 42) (L 9699, off 8) (L 9941, off 0) 
 "paused" 15 (L 1073, off 35) (L 1227, off 50) (L 1438, off 65) (L 2996, off 7) (L 3200, off 3) (L 3263, off 23) (L 4121, off 3) (L 4359, off 12) (L 4615, off 3) (L 4706, off 16) (L 4802, off 7) (L 6612, off 4) (L 6640, off 0) (L 7227, off 42) (L 7858, off 6) 
 "smiling" 15 (L 1523, off 27) (L 2994, off 44) (L 3693, off 19) (L 3851, off 4) (L 3972, off 46) (L 4186, off 10) (L 4384, off 59) (L 4456, off 0) (L 5993, off 16) (L 7495, off 52) (L 7743, off 26) (L 8114, off 49) (L 8184, off 60) (L 8196, off 12) (L 8535, off 46) 
 "till" 15 (L 926, off 50) (L 1068, off 26) (L 1104, off 67) (L 1357, off 55) (L 1745, off 5) (L 1883, off 6) (L 2550, off 13) (L 2636, off 33) (L 3354, off 0) (L 6587, off 60) (L 6834, off 8) (L 7870, off 0) (L 7909, off 13) (L 8091, off 45) (L 8365, off 18) 
 "uncle" 15 (L 3312, off 11) (L 3421, off 40) (L 3580, off 40) (L 3722, off 50) (L 3764, off 22) (L 3767, off 30) (L 3789, off 18) (L 3796, off 21) (L 3850, off 50) (L 3853, off 46) (L 3878, off 32) (L 3902, off 43) (L 3918, off 31) (L 4486, off 11) (L 4707, off 7) 
 "understand" 15 (L 675, off 3) (L 1276, off 19) (L 2889, off 37) (L 3580, off 10) (L 3654, off 3) (L 3657, off 23) (L 3820, off 30) (L 4443, off 14) (L 5747, off 9) (L 6416, off 24) (L 6502, off 17) (L 6797, off 22) (L 7022, off 38) (L 7060, off 10) (L 9653, off 50) 
 "used" 15 (L 1570, off 61) (L 1818, off 8) (L 2385, off 25) (L 2546, off 54) (L 2655, off 22) (L 3553, off 57) (L 4374, off 6) (L 6226, off 27) (L 6768, off 6) (L 7881, off 60) (L 7969, off 67) (L 7973, off 12) (L 9628, off 15) (L 9665, off 0) (L 9751, off 49) 
 "waiting" 15 (L 1214, off 27) (L 1216, off 10) (L 1217, off 4) (L 3151, off 38) (L 3789, off 24) (L 4125, off 29) (L 4915, off 10) (L 5255, off 58) (L 5952, off 9) (L 6166, off 51) (L 6648, off 0) (L 7171, off 4) (L 7864, off 57) (L 8597, off 8) (L 8772, off 41) 
 "Just" 16 (L 558, off 22) (L 725, off 23) (L 1008, off 64) (L 1286, off 1) (L 1617, off 7) (L 1904, off 30) (L 2592, off 37) (L 3722, off 28) (L 3858, off 64) (L 4294, off 17) (L 4332, off 0) (L 4765, off 47) (L 5433, off 10) (L 6316, off 50) (L 7729, off 62) (L 8448, off 41) 
 "Yah" 16 (L 786, off 1) (L 872, off 1) (L 898, off 35) (L 920, off 1) (L 928, off 1) (L 1036, off 1) (L 1259, off 1) (L 1344, off 1) (L 1371, off 1) (L 1372, off 43) (L 1466, off 1) (L 1495, off 41) (L 2327, off 1) (L 3522, off 1) (L 5784, off 1) (L 5985, off 1) 
 "cheers" 16 (L 2646, off 21) (L 2649, off 11) (L 2941, off 56) (L 2965, off 46) (L 3674, off 55) (L 3698, off 24) (L 3701, off 7) (L 3703, off 16) (L 3707, off 32) (L 5753, off 0) (L 5778, off 52) (L 5787, off 57) (L 5796, off 60) (L 6031, off 45) (L 7728, off 5) (L 8072, off 35) 
 "deal" 16 (L 784, off 41) (L 960, off 0) (L 1352, off 5) (L 2139, off 32) (L 2238, off 18) (L 3365, off 55) (L 4642, off 60) (L 5116, off 61) (L 5173, off 0) (L 5320, off 55) (L 5372, off 0) (L 6291, off 14) (L 7020, off 18) (L 7031, off 50) (L 7434, off 34) (L 8082, off 0) 
 "during" 16 (L 190, off 34) (L 489, off 17) (L 512, off 0) (L 2088, off 15) (L 2088, off 64) (L 2123, off 0) (L 2298, off 63) (L 3097, off 63) (L 3286, off 62) (L 6443, off 52) (L 6486, off 24) (L 6565, off 42) (L 7287, off 30) (L 7595, off 7) (L 9328, off 34) (L 9433, off 34) 
 "dust" 16 (L 884, off 33) (L 911, off 37) (L 2921, off 58) (L 3030, off 20) (L 3058, off 23) (L 3059, off 4) (L 4211, off 14) (L 5304, off 29) (L 5610, off 22) (L 7892, off 53) (L 7908, off 56) (L 7915, off 49) (L 8113, off 26) (L 8114, off 9) (L 8146, off 3) (L 8569, off 7) 
 "elected" 16 (L 1774, off 0) (L 3367, off 49) (L 3604, off 35) (L 3646, off 58) (L 3655, off 55) (L 3811, off 34) (L 4098, off 36) (L 5981, off 13) (L 6018, off 33) (L 6042, off 28) (L 6365, off 59) (L 6713, off 61) (L 6987, off 22) (L 7009, off 8) (L 7057, off 54) (L 8815, off 0) 
 "fellers" 16 (L 1417, off 0) (L 1464, off 57) (L 1640, off 0) (L 1761, off 51) (L 2343, off 53) (L 3805, off 61) (L 4018, off 29) (L 4184, off 10) (L 4345, off 44) (L 4387, off 52) (L 5362, off 15) (L 5592, off 4) (L 6243, off 31) (L 6368, off 22) (L 7243, off 5) (L 7310, off 36) 
 "glanced" 16 (L 346, off 0) (L 549, off 24) (L 1395, off 23) (L 2223, off 11) (L 2373, off 11) (L 4565, off 5) (L 4733, off 11) (L 5937, off 0) (L 6225, off 47) (L 6585, off 27) (L 6751, off 64) (L 6859, off 62) (L 7240, off 64) (L 7503, off 6) (L 8320, off 38) (L 8663, off 3) 
 "hastily" 16 (L 369, off 33) (L 1340, off 30) (L 1570, off 18) (L 1875, off 10) (L 3499, off 57) (L 3629, off 0) (L 4077, off 41) (L 4166, off 57) (L 4327, off 10) (L 4515, off 50) (L 5603, off 26) (L 5605, off 22) (L 5701, off 10) (L 7119, off 30) (L 7550, off 14) (L 8588, off 53) 
 "inning" 16 (L 1662, off 47) (L 2636, off 48) (L 2640, off 51) (L 2823, off 32) (L 3036, off 50) (L 5722, off 38) (L 5725, off 22) (L 5727, off 16) (L 5745, off 20) (L 6715, off 21) (L 7993, off 32) (L 8101, off 11) (L 8160, off 64) (L 8239, off 52) (L 8278, off 55) (L 8437, off 35) 
 "late" 16 (L 297, off 27) (L 1252, off 34) (L 2705, off 53) (L 3965, off 35) (L 3999, off 4) (L 4006, off 67) (L 4407, off 34) (L 4708, off 65) (L 4833, off 17) (L 5263, off 40) (L 5834, off 22) (L 5869, off 44) (L 6487, off 46) (L 6926, off 7) (L 7563, off 41) (L 8067, off 17) 
 "laughed" 16 (L 402, off 38) (L 1619, off 50) (L 1797, off 23) (L 2042, off 28) (L 2556, off 15) (L 3142, off 6) (L 3904, off 22) (L 3918, off 64) (L 3938, off 49) (L 4249, off 24) (L 4264, off 6) (L 4591, off 24) (L 4650, off 10) (L 6647, off 30) (L 8480, off 25) (L 8836, off 27) 
 "looking" 16 (L 281, off 0) (L 936, off 52) (L 2712, off 48) (L 3249, off 20) (L 3747, off 12) (L 4631, off 9) (L 4785, off 20) (L 4809, off 47) (L 4966, off 47) (L 5612, off 48) (L 6963, off 46) (L 7081, off 30) (L 7144, off 24) (L 7227, off 50) (L 7552, off 40) (L 7795, off 9) 
 "meet" 16 (L 955, off 28) (L 1542, off 56) (L 1586, off 44) (L 1974, off 19) (L 2244, off 22) (L 4056, off 0) (L 4679, off 57) (L 4707, off 62) (L 4863, off 50) (L 5145, off 3) (L 6083, off 22) (L 6482, off 46) (L 7279, off 36) (L 7508, off 55) (L 7803, off 50) (L 9928, off 53) 
 "met" 16 (L 383, off 63) (L 1154, off 53) (L 1581, off 29) (L 1863, off 50) (L 2015, off 20) (L 2619, off 23) (L 3129, off 62) (L 4012, off 28) (L 4205, off 25) (L 5918, off 33) (L 6028, off 40) (L 6031, off 16) (L 8155, off 63) (L 8174, off 20) (L 8899, off 62) (L 9935, off 9) 
 "muttered" 16 (L 462, off 18) (L 1351, off 40) (L 1850, off 17) (L 3637, off 53) (L 3721, off 25) (L 4340, off 38) (L 4482, off 0) (L 5762, off 23) (L 6422, off 54) (L 6828, off 37) (L 7807, off 39) (L 7943, off 27) (L 8234, off 46) (L 8552, off 55) (L 8636, off 14) (L 8665, off 17) 
 "office" 16 (L 2377, off 5) (L 3300, off 53) (L 3393, off 36) (L 4579, off 57) (L 4658, off 41) (L 5008, off 13) (L 6067, off 0) (L 6157, off 24) (L 6200, off 35) (L 7032, off 48) (L 7112, off 59) (L 7353, off 22) (L 7375, off 0) (L 8738, off 39) (L 9900, off 27) (L 9903, off 24) 
 "pitched" 16 (L 2662, off 31) (L 2901, off 29) (L 3811, off 0) (L 3824, off 28) (L 3954, off 36) (L 4446, off 11) (L 6713, off 25) (L 6714, off 12) (L 6790, off 29) (L 7938, off 40) (L 7966, off 52) (L 7987, off 0) (L 8093, off 51) (L 8172, off 57) (L 8216, off 29) (L 8247, off 0) 
 "present" 16 (L 1086, off 50) (L 1111, off 15) (L 1349, off 0) (L 1736, off 38) (L 3487, off 25) (L 3495, off 30) (L 3859, off 0) (L 3959, off 16) (L 4332, off 8) (L 5165, off 37) (L 5524, off 36) (L 5577, off 34) (L 6010, off 23) (L 6211, off 27) (L 7189, off 37) (L 7675, off 30) 
 "quiet" 16 (L 359, off 18) (L 1012, off 35) (L 1142, off 22) (L 2096, off 23) (L 2218, off 14) (L 2566, off 18) (L 2892, off 3) (L 3699, off 34) (L 5165, off 23) (L 5204, off 10) (L 5357, off 4) (L 5413, off 0) (L 5610, off 36) (L 6501, off 43) (L 6791, off 22) (L 7916, off 8) 
 "read" 16 (L 670, off 4) (L 1787, off 32) (L 1938, off 13) (L 1939, off 25) (L 1942, off 30) (L 3691, off 0) (L 3697, off 33) (L 3707, off 8) (L 3757, off 33) (L 6012, off 7) (L 6078, off 59) (L 6804, off 35) (L 8538, off 27) (L 9571, off 53) (L 9653, off 44) (L 9814, off 10) 
 "score" 16 (L 1662, off 0) (L 2509, off 25) (L 3035, off 9) (L 3037, off 4) (L 3101, off 42) (L 5725, off 50) (L 5737, off 40) (L 5765, off 16) (L 5804, off 11) (L 5845, off 8) (L 6145, off 7) (L 7618, off 31) (L 7625, off 26) (L 8276, off 4) (L 8353, off 0) (L 8478, off 0) 
 "showed" 16 (L 361, off 17) (L 410, off 22) (L 1304, off 7) (L 1824, off 52) (L 1834, off 54) (L 2106, off 3) (L 2536, off 0) (L 3424, off 12) (L 3738, off 38) (L 5150, off 13) (L 5351, off 55) (L 6705, off 20) (L 7785, off 9) (L 8163, off 12) (L 8262, off 51) (L 8775, off 30) 
 "slow" 16 (L 1476, off 23) (L 1488, off 17) (L 1826, off 16) (L 1829, off 0) (L 2088, off 10) (L 2146, off 20) (L 2761, off 27) (L 2811, off 34) (L 2998, off 27) (L 3010, off 31) (L 5170, off 3) (L 5233, off 29) (L 5239, off 32) (L 5856, off 59) (L 6364, off 52) (L 6471, off 14) 
 "sorry" 16 (L 389, off 40) (L 398, off 30) (L 441, off 11) (L 530, off 58) (L 600, off 12) (L 656, off 26) (L 969, off 5) (L 1153, off 5) (L 1928, off 5) (L 3569, off 5) (L 3979, off 5) (L 6063, off 32) (L 7021, off 8) (L 7073, off 23) (L 7329, off 26) (L 8212, off 5) 
 "support" 16 (L 621, off 22) (L 1843, off 52) (L 2286, off 49) (L 2430, off 41) (L 2461, off 35) (L 3048, off 58) (L 4028, off 29) (L 4030, off 4) (L 4032, off 16) (L 5730, off 44) (L 8683, off 47) (L 8691, off 44) (L 9683, off 14) (L 9877, off 25) (L 9918, off 14) (L 9954, off 10) 
 "train" 16 (L 1795, off 0) (L 2202, off 33) (L 3896, off 0) (L 3939, off 46) (L 3943, off 39) (L 3958, off 46) (L 3966, off 33) (L 3999, off 19) (L 4007, off 0) (L 4055, off 21) (L 4075, off 29) (L 4407, off 39) (L 4709, off 0) (L 6573, off 0) (L 6600, off 9) (L 6928, off 22) 
 "village" 16 (L 1216, off 56) (L 1244, off 53) (L 2015, off 51) (L 3739, off 35) (L 3750, off 4) (L 4399, off 0) (L 4548, off 36) (L 5828, off 4) (L 6201, off 12) (L 7116, off 55) (L 7186, off 54) (L 7377, off 51) (L 7458, off 38) (L 7474, off 45) (L 7538, off 17) (L 7682, off 31) 
 "Young" 17 (L 170, off 25) (L 1652, off 51) (L 9407, off 16) (L 9410, off 10) (L 9419, off 10) (L 9426, off 10) (L 9461, off 10) (L 9480, off 11) (L 9485, off 11) (L 9486, off 11) (L 9487, off 11) (L 9493, off 11) (L 9494, off 11) (L 9507, off 11) (L 9517, off 11) (L 9521, off 13) (L 9549, off 11) 
 "baseman" 17 (L 1254, off 21) (L 1337, off 30) (L 1545, off 35) (L 1697, off 22) (L 1748, off 25) (L 2080, off 58) (L 2547, off 38) (L 2681, off 21) (L 2725, off 37) (L 3056, off 58) (L 3295, off 47) (L 4046, off 56) (L 5795, off 58) (L 6246, off 59) (L 8170, off 28) (L 8426, off 32) (L 8785, off 26) 
 "both" 17 (L 1118, off 21) (L 1822, off 17) (L 1941, off 33) (L 3046, off 39) (L 3993, off 48) (L 4059, off 48) (L 4437, off 17) (L 5113, off 58) (L 5527, off 56) (L 6490, off 22) (L 6616, off 15) (L 7094, off 5) (L 7220, off 29) (L 7622, off 29) (L 8494, off 55) (L 9731, off 17) (L 9799, off 5) 
 "dark" 17 (L 2207, off 48) (L 3362, off 62) (L 3399, off 10) (L 3500, off 14) (L 3977, off 42) (L 3982, off 50) (L 4078, off 2) (L 4121, off 42) (L 4134, off 11) (L 4149, off 47) (L 4162, off 44) (L 5999, off 15) (L 6659, off 13) (L 7070, off 12) (L 7387, off 41) (L 7488, off 0) (L 7522, off 22) 
 "easy" 17 (L 846, off 66) (L 2013, off 3) (L 2191, off 62) (L 2270, off 12) (L 2274, off 7) (L 2559, off 9) (L 2821, off 0) (L 3435, off 16) (L 3582, off 9) (L 4399, off 27) (L 5074, off 6) (L 5916, off 18) (L 6298, off 17) (L 6364, off 61) (L 7469, off 43) (L 8382, off 18) (L 9630, off 40) 
 "glance" 17 (L 339, off 17) (L 361, off 10) (L 409, off 44) (L 1128, off 39) (L 1319, off 0) (L 2209, off 27) (L 2250, off 62) (L 3158, off 9) (L 3273, off 33) (L 3738, off 31) (L 4048, off 44) (L 4127, off 40) (L 6457, off 39) (L 6523, off 44) (L 7086, off 45) (L 8084, off 33) (L 8858, off 41) 
 "happened" 17 (L 582, off 7) (L 876, off 42) (L 986, off 20) (L 1005, off 37) (L 1008, off 47) (L 1187, off 40) (L 3114, off 34) (L 3375, off 3) (L 3556, off 38) (L 5193, off 35) (L 5692, off 44) (L 5752, off 13) (L 5863, off 57) (L 5891, off 6) (L 7626, off 17) (L 8493, off 43) (L 8660, off 0) 
 "horse" 17 (L 293, off 26) (L 303, off 18) (L 310, off 0) (L 323, off 0) (L 328, off 18) (L 351, off 55) (L 356, off 21) (L 362, off 53) (L 381, off 35) (L 428, off 54) (L 429, off 43) (L 446, off 28) (L 448, off 49) (L 587, off 0) (L 1077, off 30) (L 1092, off 40) (L 8599, off 10) 
 "hot" 17 (L 468, off 51) (L 1265, off 23) (L 1401, off 23) (L 2531, off 42) (L 2767, off 2) (L 2780, off 16) (L 3528, off 27) (L 3650, off 21) (L 3717, off 60) (L 3878, off 27) (L 5937, off 44) (L 6046, off 47) (L 6787, off 57) (L 7724, off 43) (L 7886, off 24) (L 8190, off 16) (L 8252, off 26) 
 "jump" 17 (L 1789, off 16) (L 2148, off 24) (L 2717, off 60) (L 2719, off 32) (L 2834, off 59) (L 3047, off 46) (L 5241, off 14) (L 5600, off 28) (L 5692, off 18) (L 7859, off 35) (L 8002, off 42) (L 8030, off 27) (L 8177, off 11) (L 8217, off 9) (L 8280, off 53) (L 8328, off 31) (L 8336, off 63) 
