 "'----" 1 
 "'AS-IS'" 1 
 "'Come" 1 
 "'Do" 1 
 "'Don't" 1 
 "'He" 1 
 "'Here" 1 
 "'It" 1 
 "'My" 1 
 "'Sides" 1 
 "'Take" 1 
 "'There" 1 
 "'We've" 1 
 "'Why" 1 
 "'bout" 1 
 "'em" 1 
 "'just" 1 
 "'so" 1 
 "--These" 1 
 "--amounting" 1 
 "--caused" 1 (L 3447, off 34) 
 "Rountree" 7 (L 2750, off 10) (L 2758, off 0) (L 2762, off 57) (L 2765, off 7) (L 2768, off 36) (L 2769, off 28) (L 2782, off 10) 
 "Samuels'" 7 
 "Section" 7 (L 3880, off 0) (L 4008, off 2) (L 4032, off 50) (L 4100, off 0) (L 4121, off 0) (L 4145, off 0) (L 4179, off 0) 
 "Their" 7 (L 303, off 26) (L 834, off 56) (L 860, off 24) (L 1260, off 39) (L 1795, off 52) (L 1967, off 21) (L 2312, off 0) 
 "These" 7 (L 573, off 26) (L 698, off 16) (L 1099, off 0) (L 1608, off 64) (L 2799, off 10) (L 3194, off 14) (L 3424, off 1) 
 "What" 7 (L 726, off 40) (L 1693, off 1) (L 1854, off 0) (L 2657, off 42) (L 2847, off 31) (L 3311, off 0) (L 3760, off 65) 
 "abandoned" 7 (L 1167, off 4) (L 1325, off 39) (L 1509, off 22) (L 1658, off 16) (L 2032, off 0) (L 2037, off 53) (L 2971, off 4) 
 "agree" 7 (L 3876, off 17) (L 3884, off 62) (L 3886, off 47) (L 3890, off 52) (L 3897, off 0) (L 4013, off 11) (L 4088, off 23) 
 "aid" 7 (L 335, off 38) (L 788, off 35) (L 1206, off 67) (L 1246, off 18) (L 1677, off 0) (L 3086, off 56) (L 3711, off 22) 
 "alone" 7 (L 590, off 29) (L 785, off 59) (L 2253, off 30) (L 3206, off 9) (L 3249, off 9) (L 3301, off 30) (L 4172, off 37) 
 "appear" 7 (L 1136, off 38) (L 1331, off 40) (L 2406, off 23) (L 2809, off 19) (L 2896, off 38) (L 3541, off 36) (L 3935, off 64) 
 "arm" 7 (L 1129, off 33) (L 1485, off 33) (L 1851, off 39) (L 1858, off 4) (L 3217, off 43) (L 3406, off 65) (L 3639, off 7) 
 "arms" 7 (L 478, off 49) (L 690, off 33) (L 890, off 39) (L 915, off 47) (L 1092, off 42) (L 1221, off 16) (L 3173, off 0) 
 "assistance" 7 (L 787, off 7) (L 998, off 30) (L 1675, off 42) (L 2527, off 6) (L 3366, off 31) (L 3802, off 25) (L 4109, off 0) 
 "book" 7 (L 50, off 5) (L 277, off 22) (L 1568, off 65) (L 3253, off 64) (L 3257, off 26) (L 3732, off 61) (L 3827, off 27) 
 "brother" 7 (L 332, off 0) (L 1043, off 19) (L 1807, off 21) (L 2072, off 13) (L 2323, off 61) (L 2526, off 0) (L 2621, off 63) 
 "career" 7 (L 98, off 4) (L 119, off 56) (L 295, off 44) (L 811, off 19) (L 1071, off 37) (L 2595, off 21) (L 3182, off 54) 
 "cars" 7 (L 758, off 0) (L 1477, off 34) (L 1628, off 54) (L 2023, off 44) (L 2025, off 24) (L 2154, off 32) (L 3649, off 31) 
 "certainly" 7 (L 541, off 30) (L 1856, off 38) (L 2614, off 26) (L 2926, off 4) (L 3041, off 59) (L 3548, off 62) (L 3770, off 34) 
 "commanded" 7 (L 687, off 12) (L 1158, off 47) (L 1311, off 45) (L 1540, off 0) (L 1970, off 48) (L 2023, off 53) (L 2248, off 23) 
 "confederates" 7 (L 1461, off 24) (L 2059, off 14) (L 2183, off 53) (L 2438, off 38) (L 2859, off 27) (L 3757, off 42) (L 3779, off 25) 
 "copies" 7 (L 3860, off 55) (L 3888, off 12) (L 3981, off 17) (L 3994, off 43) (L 4015, off 2) (L 4016, off 37) (L 4090, off 10) 
 "covered" 7 (L 1412, off 37) (L 2085, off 58) (L 2341, off 44) (L 2725, off 55) (L 2756, off 0) (L 2760, off 32) (L 3629, off 39) 
 "crowd" 7 (L 918, off 24) (L 921, off 26) (L 1000, off 46) (L 1348, off 36) (L 1364, off 24) (L 3508, off 36) (L 3510, off 57) 
 "detective" 7 (L 1674, off 0) (L 1685, off 38) (L 1697, off 42) (L 1707, off 4) (L 1730, off 11) (L 1807, off 42) (L 2049, off 48) 
 "died" 7 (L 872, off 0) (L 903, off 58) (L 2058, off 21) (L 2315, off 4) (L 3115, off 67) (L 3355, off 53) (L 3760, off 18) 
 "distributing" 7 (L 3856, off 38) (L 3874, off 46) (L 3911, off 43) (L 3927, off 0) (L 3991, off 23) (L 3995, off 13) (L 4050, off 44) 
 "driver" 7 (L 1538, off 13) (L 1540, off 14) (L 1965, off 40) (L 1969, off 4) (L 1972, off 21) (L 2726, off 0) (L 2727, off 19) 
 "eBooks" 7 (L 3859, off 42) (L 3864, off 64) (L 4184, off 33) (L 4187, off 21) (L 4190, off 17) (L 4198, off 48) (L 4199, off 52) 
 "entire" 7 (L 485, off 17) (L 555, off 29) (L 623, off 40) (L 871, off 28) (L 1092, off 19) (L 1148, off 39) (L 2842, off 29) 
 "entirely" 7 (L 113, off 44) (L 404, off 63) (L 571, off 16) (L 1775, off 34) (L 2694, off 15) (L 3124, off 34) (L 3166, off 27) 
 "except" 7 (L 454, off 24) (L 903, off 63) (L 1166, off 32) (L 1210, off 22) (L 1221, off 21) (L 1704, off 16) (L 2173, off 28) 
 "farmer" 7 (L 892, off 16) (L 904, off 34) (L 1753, off 44) (L 1910, off 17) (L 2877, off 52) (L 3306, off 11) (L 3312, off 10) 
 "fatal" 7 (L 729, off 50) (L 851, off 39) (L 1369, off 58) (L 1920, off 57) (L 2662, off 14) (L 2664, off 18) (L 2989, off 14) 
 "fifteen" 7 (L 316, off 25) (L 410, off 33) (L 560, off 34) (L 1783, off 16) (L 2159, off 0) (L 2266, off 31) (L 2976, off 34) 
 "filled" 7 (L 1136, off 0) (L 1155, off 4) (L 1535, off 51) (L 2043, off 60) (L 2279, off 44) (L 2894, off 8) (L 3623, off 38) 
 "fled" 7 (L 414, off 22) (L 533, off 18) (L 918, off 6) (L 989, off 25) (L 1503, off 57) (L 2193, off 57) (L 2250, off 55) 
 "followers" 7 (L 453, off 18) (L 469, off 7) (L 473, off 11) (L 525, off 8) (L 582, off 4) (L 833, off 4) (L 2478, off 49) 
 "form" 7 (L 730, off 17) (L 758, off 56) (L 2376, off 24) (L 3979, off 53) (L 3980, off 33) (L 3987, off 24) (L 4151, off 39) 
 "friend" 7 (L 726, off 32) (L 728, off 10) (L 730, off 29) (L 923, off 63) (L 2524, off 61) (L 2625, off 18) (L 3823, off 34) 
 "friends" 7 (L 121, off 60) (L 776, off 57) (L 1173, off 0) (L 1296, off 33) (L 1596, off 50) (L 3208, off 13) (L 3414, off 7) 
 "further" 7 (L 1845, off 23) (L 2594, off 26) (L 3056, off 7) (L 3221, off 0) (L 3367, off 36) (L 3810, off 6) (L 4072, off 8) 
 "gathered" 7 (L 127, off 33) (L 401, off 36) (L 427, off 60) (L 1026, off 19) (L 1318, off 24) (L 2650, off 57) (L 2957, off 16) 
 "halt" 7 (L 687, off 29) (L 714, off 7) (L 1540, off 24) (L 1970, off 60) (L 2726, off 56) (L 3025, off 29) (L 3082, off 38) 
 "heart" 7 (L 665, off 0) (L 1217, off 11) (L 1725, off 0) (L 1751, off 51) (L 2256, off 34) (L 2894, off 19) (L 2895, off 50) 
 "held" 7 (L 467, off 26) (L 480, off 20) (L 578, off 3) (L 890, off 48) (L 1518, off 35) (L 2234, off 14) (L 2321, off 64) 
 "impossible" 7 (L 418, off 61) (L 591, off 16) (L 793, off 55) (L 865, off 45) (L 1038, off 34) (L 1473, off 46) (L 2393, off 38) 
 "including" 7 (L 3979, off 59) (L 4052, off 50) (L 4094, off 0) (L 4104, off 10) (L 4152, off 19) (L 4176, off 5) (L 4197, off 0) 
 "learn" 7 (L 124, off 35) (L 2371, off 14) (L 2507, off 13) (L 2634, off 17) (L 2698, off 64) (L 2946, off 5) (L 4114, off 16) 
 "leave" 7 (L 1622, off 62) (L 2161, off 30) (L 2487, off 27) (L 2675, off 34) (L 3308, off 23) (L 3426, off 24) (L 3527, off 31) 
 "living" 7 (L 907, off 0) (L 1171, off 25) (L 1393, off 0) (L 1910, off 25) (L 2315, off 64) (L 2595, off 10) (L 2877, off 59) 
 "looked" 7 (L 972, off 22) (L 1160, off 19) (L 1967, off 50) (L 2744, off 15) (L 3155, off 0) (L 3195, off 4) (L 3480, off 23) 
 "making" 7 (L 392, off 0) (L 1585, off 32) (L 2085, off 22) (L 2751, off 0) (L 3033, off 52) (L 3295, off 10) (L 3768, off 46) 
 "manifested" 7 (L 306, off 5) (L 421, off 38) (L 456, off 35) (L 1529, off 30) (L 1686, off 21) (L 2313, off 0) (L 3105, off 11) 
 "member" 7 (L 1835, off 54) (L 1862, off 29) (L 1904, off 23) (L 2057, off 37) (L 2179, off 9) (L 2771, off 4) (L 3277, off 44) 
 "mercy" 7 (L 511, off 0) (L 667, off 20) (L 2824, off 50) (L 2843, off 0) (L 3299, off 60) (L 3459, off 9) (L 3555, off 9) 
 "mile" 7 (L 1131, off 2) (L 1911, off 56) (L 2138, off 10) (L 2542, off 13) (L 3492, off 46) (L 3528, off 39) (L 3632, off 25) 
 "month" 7 (L 601, off 17) (L 966, off 34) (L 1186, off 7) (L 2040, off 10) (L 2413, off 45) (L 3200, off 44) (L 3202, off 51) 
 "murdered" 7 (L 1750, off 61) (L 1770, off 51) (L 2636, off 46) (L 2655, off 20) (L 2674, off 35) (L 2824, off 0) (L 2867, off 49) 
 "nature" 7 (L 726, off 47) (L 1243, off 36) (L 1584, off 32) (L 2121, off 64) (L 2838, off 56) (L 2842, off 36) (L 3614, off 6) 
 "necessary" 7 (L 103, off 0) (L 486, off 16) (L 944, off 49) (L 960, off 0) (L 1419, off 21) (L 2462, off 37) (L 3335, off 4) 
 "organized" 7 (L 572, off 40) (L 1093, off 37) (L 1424, off 0) (L 1822, off 11) (L 3013, off 0) (L 3727, off 0) (L 4124, off 34) 
 "period" 7 (L 119, off 42) (L 944, off 22) (L 1115, off 11) (L 1393, off 53) (L 2322, off 35) (L 2692, off 13) (L 3556, off 6) 
 "plans" 7 (L 718, off 63) (L 1069, off 50) (L 1260, off 45) (L 1744, off 0) (L 2106, off 52) (L 3599, off 47) (L 3793, off 0) 
 "possession" 7 (L 750, off 53) (L 1677, off 47) (L 2618, off 41) (L 2800, off 44) (L 2994, off 38) (L 3740, off 41) (L 3889, off 0) 
 "prepared" 7 (L 1474, off 36) (L 1617, off 51) (L 1740, off 54) (L 2147, off 57) (L 2338, off 6) (L 3371, off 51) (L 3709, off 33) 
 "prevent" 7 (L 1151, off 0) (L 1473, off 60) (L 1814, off 33) (L 2155, off 63) (L 2240, off 48) (L 2471, off 32) (L 3911, off 17) 
 "protected" 7 (L 722, off 0) (L 3591, off 16) (L 3851, off 43) (L 3865, off 4) (L 3950, off 23) (L 4038, off 10) (L 4188, off 44) 
 "provide" 7 (L 3980, off 55) (L 3985, off 13) (L 4011, off 6) (L 4019, off 6) (L 4067, off 37) (L 4108, off 36) (L 4112, off 53) 
 "quiet" 7 (L 1004, off 0) (L 1287, off 32) (L 2024, off 20) (L 2649, off 15) (L 2990, off 42) (L 3421, off 36) (L 3432, off 19) 
 "read" 7 (L 2440, off 26) (L 2826, off 55) (L 2838, off 16) (L 2881, off 12) (L 3260, off 24) (L 3884, off 44) (L 4045, off 10) 
 "readily" 7 (L 314, off 11) (L 841, off 60) (L 978, off 5) (L 1156, off 10) (L 2331, off 25) (L 3596, off 36) (L 3614, off 17) 
 "ready" 7 (L 1184, off 53) (L 1471, off 56) (L 2651, off 61) (L 2942, off 27) (L 3294, off 0) (L 3690, off 33) (L 3817, off 37) 
 "refused" 7 (L 942, off 51) (L 1270, off 60) (L 1312, off 47) (L 2249, off 0) (L 3117, off 30) (L 3398, off 31) (L 3453, off 23) 
 "remain" 7 (L 334, off 8) (L 2022, off 43) (L 2024, off 13) (L 2559, off 31) (L 2758, off 44) (L 3773, off 0) (L 4111, off 0) 
 "retreat" 7 (L 548, off 17) (L 589, off 4) (L 666, off 14) (L 699, off 59) (L 1130, off 0) (L 1787, off 22) (L 3602, off 21) 
 "route" 7 (L 834, off 62) (L 1094, off 24) (L 1459, off 5) (L 2228, off 62) (L 2297, off 38) (L 2720, off 7) (L 3338, off 61) 
 "saying" 7 (L 933, off 18) (L 1569, off 41) (L 2408, off 0) (L 2777, off 6) (L 3453, off 55) (L 3637, off 64) (L 3664, off 14) 
 "seemed" 7 (L 551, off 5) (L 728, off 34) (L 799, off 0) (L 2203, off 53) (L 2754, off 50) (L 3354, off 39) (L 3641, off 34) 
 "services" 7 (L 379, off 0) (L 391, off 6) (L 787, off 22) (L 1280, off 0) (L 3332, off 6) (L 3344, off 11) (L 3370, off 12) 
 "sight" 7 (L 521, off 3) (L 574, off 22) (L 681, off 0) (L 889, off 37) (L 1318, off 55) (L 2559, off 41) (L 3020, off 65) 
 "single" 7 (L 782, off 61) (L 973, off 52) (L 1981, off 27) (L 2088, off 55) (L 2162, off 51) (L 2611, off 25) (L 2809, off 47) 
 "southward" 7 (L 438, off 57) (L 1495, off 0) (L 2037, off 0) (L 2171, off 17) (L 2556, off 0) (L 2930, off 56) (L 3602, off 36) 
 "spent" 7 (L 881, off 62) (L 1066, off 28) (L 1449, off 55) (L 1653, off 16) (L 1950, off 35) (L 2050, off 20) (L 2459, off 53) 
 "streets" 7 (L 415, off 26) (L 1023, off 40) (L 1266, off 0) (L 1276, off 0) (L 1403, off 60) (L 2255, off 22) (L 2696, off 45) 
 "strike" 7 (L 1402, off 21) (L 1570, off 16) (L 1676, off 30) (L 2140, off 26) (L 2235, off 12) (L 2592, off 4) (L 3019, off 3) 
 "succeeded" 7 (L 683, off 9) (L 1730, off 56) (L 1842, off 0) (L 2194, off 23) (L 2267, off 28) (L 2930, off 34) (L 3033, off 0) 
 "surprise" 7 (L 672, off 50) (L 1032, off 24) (L 1538, off 29) (L 1685, off 58) (L 1826, off 55) (L 2225, off 33) (L 2314, off 25) 
 "surrender" 7 (L 424, off 60) (L 1881, off 59) (L 1886, off 15) (L 1887, off 28) (L 1934, off 0) (L 2990, off 23) (L 3027, off 30) 
 "taking" 7 (L 1094, off 5) (L 1482, off 31) (L 1629, off 24) (L 2055, off 0) (L 2144, off 42) (L 2566, off 21) (L 3771, off 33) 
 "treasure" 7 (L 1358, off 20) (L 1397, off 24) (L 1418, off 33) (L 1489, off 30) (L 3014, off 23) (L 3031, off 30) (L 3666, off 36) 
 "true" 7 (L 111, off 62) (L 288, off 54) (L 1714, off 0) (L 2612, off 6) (L 3276, off 25) (L 3578, off 41) (L 3752, off 51) 
 "using" 7 (L 8, off 62) (L 50, off 41) (L 3874, off 37) (L 3883, off 19) (L 3887, off 44) (L 3947, off 21) (L 3999, off 51) 
 "vicinity" 7 (L 911, off 26) (L 1697, off 17) (L 1847, off 32) (L 2503, off 50) (L 3598, off 7) (L 3682, off 0) (L 3706, off 0) 
 "window" 7 (L 99, off 41) (L 972, off 40) (L 979, off 58) (L 1828, off 47) (L 1832, off 0) (L 2264, off 13) (L 3240, off 22) 
 "written" 7 (L 116, off 9) (L 2827, off 25) (L 2931, off 52) (L 3453, off 0) (L 4064, off 0) (L 4066, off 10) (L 4161, off 27) 
 "About" 8 (L 1349, off 42) (L 2040, off 0) (L 2080, off 0) (L 2138, off 0) (L 2284, off 0) (L 2329, off 14) (L 2721, off 16) (L 4179, off 31) 
 "Border" 8 (L 1, off 36) (L 10, off 11) (L 3574, off 4) (L 3716, off 26) (L 3720, off 63) (L 3731, off 1) (L 3825, off 27) (L 3835, off 42) 
 "Indian" 8 (L 1950, off 61) (L 2037, off 15) (L 2105, off 28) (L 2119, off 41) (L 2130, off 45) (L 2180, off 10) (L 2315, off 31) (L 3772, off 20) 
 "Quantrell's" 8 (L 376, off 3) (L 395, off 0) (L 495, off 21) (L 537, off 0) (L 632, off 38) (L 820, off 3) (L 871, off 44) (L 2389, off 14) 
 "Scott" 8 (L 281, off 56) (L 301, off 12) (L 394, off 46) (L 410, off 22) (L 422, off 33) (L 425, off 22) (L 636, off 52) (L 2175, off 28) 
 "Shepherd's" 8 (L 2404, off 0) (L 2420, off 12) (L 2454, off 57) (L 2573, off 28) (L 2596, off 12) (L 2870, off 58) (L 2872, off 15) (L 3818, off 37) 
 "able" 8 (L 707, off 7) (L 789, off 4) (L 979, off 28) (L 1095, off 0) (L 1379, off 22) (L 1728, off 67) (L 2698, off 56) (L 3593, off 17) 
 "agreed" 8 (L 2163, off 13) (L 2478, off 9) (L 2506, off 32) (L 2519, off 17) (L 2554, off 10) (L 3725, off 9) (L 3827, off 40) (L 4002, off 2) 
 "alarm" 8 (L 533, off 36) (L 1313, off 63) (L 1611, off 0) (L 1814, off 45) (L 1831, off 54) (L 2034, off 66) (L 3519, off 46) (L 3653, off 23) 
 "already" 8 (L 1233, off 42) (L 1671, off 38) (L 2439, off 43) (L 3443, off 0) (L 3449, off 29) (L 3454, off 4) (L 3523, off 26) (L 4000, off 6) 
 "although" 8 (L 883, off 31) (L 1054, off 33) (L 1197, off 26) (L 1354, off 0) (L 1885, off 0) (L 2292, off 55) (L 2408, off 53) (L 3780, off 61) 
 "appearance" 8 (L 1395, off 11) (L 1703, off 54) (L 1795, off 58) (L 1967, off 27) (L 3174, off 17) (L 3232, off 0) (L 3597, off 55) (L 3607, off 61) 
 "apprehension" 8 (L 1280, off 41) (L 1302, off 24) (L 1953, off 20) (L 2054, off 54) (L 2613, off 17) (L 3446, off 34) (L 3609, off 48) (L 3793, off 40) 
 "authorities" 8 (L 1453, off 0) (L 1882, off 14) (L 1952, off 42) (L 2182, off 12) (L 2403, off 43) (L 2519, off 59) (L 3145, off 48) (L 3708, off 42) 
 "badly" 8 (L 577, off 16) (L 700, off 27) (L 778, off 36) (L 817, off 38) (L 917, off 32) (L 1362, off 23) (L 2349, off 17) (L 3102, off 28) 
 "ball" 8 (L 700, off 51) (L 772, off 67) (L 900, off 9) (L 1368, off 40) (L 2256, off 62) (L 2566, off 16) (L 3163, off 35) (L 3638, off 50) 
 "besides" 8 (L 430, off 0) (L 432, off 29) (L 577, off 8) (L 817, off 64) (L 1720, off 17) (L 2835, off 13) (L 3001, off 21) (L 3059, off 12) 
 "better" 8 (L 1719, off 48) (L 2324, off 18) (L 2463, off 2) (L 3102, off 51) (L 3272, off 41) (L 3296, off 0) (L 3297, off 24) (L 3448, off 45) 
 "brave" 8 (L 656, off 14) (L 664, off 50) (L 773, off 28) (L 776, off 11) (L 859, off 0) (L 1313, off 0) (L 1666, off 51) (L 3216, off 4) 
 "brigands" 8 (L 1669, off 29) (L 1767, off 50) (L 1899, off 12) (L 1938, off 50) (L 1974, off 0) (L 2020, off 59) (L 2116, off 0) (L 2221, off 21) 
 "care" 8 (L 567, off 49) (L 682, off 60) (L 905, off 0) (L 956, off 20) (L 1777, off 12) (L 1826, off 22) (L 2585, off 10) (L 3300, off 61) 
 "children" 8 (L 538, off 0) (L 539, off 28) (L 2914, off 49) (L 3106, off 11) (L 3357, off 32) (L 3363, off 52) (L 3385, off 34) (L 3387, off 41) 
 "comrade" 8 (L 704, off 0) (L 725, off 50) (L 886, off 0) (L 890, off 8) (L 2402, off 24) (L 2450, off 9) (L 2499, off 41) (L 2932, off 18) 
 "consisting" 8 (L 391, off 15) (L 428, off 7) (L 1523, off 19) (L 1607, off 18) (L 1836, off 11) (L 2128, off 12) (L 3067, off 36) (L 3667, off 28) 
 "contents" 8 (L 545, off 32) (L 1551, off 17) (L 1636, off 16) (L 1834, off 14) (L 2350, off 10) (L 3000, off 18) (L 3004, off 15) (L 3667, off 8) 
 "effect" 8 (L 365, off 33) (L 1213, off 37) (L 1920, off 63) (L 1949, off 11) (L 2566, off 28) (L 3343, off 11) (L 3417, off 65) (L 3641, off 8) 
 "evidence" 8 (L 1842, off 57) (L 2123, off 33) (L 2928, off 55) (L 2933, off 12) (L 3546, off 42) (L 3613, off 37) (L 3740, off 24) (L 3764, off 14) 
 "face" 8 (L 496, off 29) (L 549, off 34) (L 1315, off 4) (L 1694, off 61) (L 1920, off 15) (L 2783, off 38) (L 2815, off 55) (L 3629, off 34) 
 "fee" 8 (L 3889, off 26) (L 3892, off 38) (L 3984, off 54) (L 3990, off 23) (L 3994, off 35) (L 3998, off 20) (L 4000, off 58) (L 4027, off 31) 
 "finding" 8 (L 865, off 30) (L 894, off 31) (L 1035, off 58) (L 1595, off 12) (L 1938, off 26) (L 2192, off 45) (L 2509, off 53) (L 3682, off 56) 
 "flag" 8 (L 380, off 49) (L 500, off 17) (L 749, off 44) (L 756, off 48) (L 1612, off 55) (L 1613, off 23) (L 1625, off 32) (L 2328, off 61) 
 "forth" 8 (L 3855, off 30) (L 3892, off 49) (L 3958, off 17) (L 3974, off 40) (L 4029, off 8) (L 4032, off 41) (L 4074, off 65) (L 4081, off 45) 
 "fought" 8 (L 660, off 44) (L 695, off 23) (L 797, off 47) (L 868, off 26) (L 2389, off 42) (L 2393, off 0) (L 2450, off 56) (L 2779, off 21) 
 "fully" 8 (L 557, off 51) (L 1072, off 16) (L 1669, off 46) (L 2338, off 0) (L 2461, off 52) (L 2799, off 32) (L 2833, off 48) (L 3288, off 17) 
 "gained" 8 (L 337, off 64) (L 418, off 12) (L 691, off 42) (L 792, off 50) (L 1037, off 41) (L 1426, off 27) (L 1786, off 59) (L 2564, off 52) 
 "greatest" 8 (L 624, off 16) (L 1245, off 12) (L 1812, off 56) (L 2094, off 45) (L 2574, off 7) (L 3105, off 26) (L 3748, off 24) (L 3795, off 59) 
 "ground" 8 (L 441, off 58) (L 994, off 63) (L 1232, off 55) (L 2258, off 49) (L 2569, off 7) (L 3084, off 26) (L 3644, off 9) (L 3683, off 59) 
 "here" 8 (L 420, off 48) (L 620, off 29) (L 1297, off 55) (L 1381, off 11) (L 2102, off 29) (L 2460, off 24) (L 2657, off 36) (L 3694, off 56) 
 "hour" 8 (L 858, off 13) (L 1301, off 32) (L 1811, off 44) (L 1811, off 52) (L 1929, off 10) (L 2093, off 45) (L 2271, off 19) (L 2643, off 28) 
 "hours" 8 (L 770, off 9) (L 1354, off 30) (L 1488, off 45) (L 2050, off 30) (L 2398, off 41) (L 3606, off 36) (L 3755, off 16) (L 3795, off 31) 
 "kill" 8 (L 537, off 27) (L 1265, off 35) (L 2679, off 42) (L 2864, off 56) (L 3294, off 42) (L 3307, off 53) (L 3429, off 7) (L 3664, off 50) 
 "laid" 8 (L 1069, off 62) (L 1136, off 27) (L 1231, off 14) (L 1674, off 44) (L 2106, off 63) (L 2460, off 40) (L 3124, off 29) (L 3518, off 40) 
 "late" 8 (L 48, off 44) (L 908, off 9) (L 1681, off 58) (L 1821, off 45) (L 1912, off 28) (L 1961, off 7) (L 2346, off 23) (L 2987, off 4) 
 "learned" 8 (L 1452, off 51) (L 2011, off 0) (L 2475, off 18) (L 2887, off 17) (L 2898, off 6) (L 3066, off 38) (L 3188, off 3) (L 3328, off 45) 
 "letter" 8 (L 2480, off 23) (L 2500, off 54) (L 2931, off 44) (L 3427, off 15) (L 3433, off 10) (L 3684, off 20) (L 3689, off 25) (L 3715, off 29) 
 "messenger" 8 (L 1365, off 18) (L 1484, off 57) (L 1486, off 54) (L 2027, off 0) (L 2158, off 17) (L 2344, off 20) (L 2997, off 42) (L 3622, off 24) 
 "mouth" 8 (L 1134, off 7) (L 1736, off 57) (L 1742, off 61) (L 1918, off 65) (L 2157, off 50) (L 2262, off 44) (L 3165, off 12) (L 3172, off 0) 
 "opportunity" 8 (L 406, off 31) (L 951, off 21) (L 1343, off 0) (L 2411, off 3) (L 2679, off 27) (L 2681, off 15) (L 3414, off 43) (L 4070, off 0) 
 "outside" 8 (L 492, off 61) (L 971, off 0) (L 984, off 41) (L 2083, off 47) (L 2244, off 61) (L 3924, off 42) (L 3930, off 8) (L 4172, off 0) 
 "passed" 8 (L 278, off 49) (L 311, off 63) (L 504, off 61) (L 700, off 63) (L 1143, off 44) (L 1885, off 16) (L 3251, off 33) (L 3770, off 44) 
 "permission" 8 (L 379, off 48) (L 3854, off 15) (L 3860, off 9) (L 3951, off 51) (L 3957, off 7) (L 3961, off 9) (L 3965, off 16) (L 4029, off 49) 
 "produced" 8 (L 28, off 0) (L 350, off 18) (L 1568, off 43) (L 1733, off 59) (L 2439, off 0) (L 3530, off 5) (L 3845, off 0) (L 4183, off 47) 
 "pursued" 8 (L 836, off 43) (L 1426, off 41) (L 1595, off 39) (L 1779, off 52) (L 2577, off 59) (L 2774, off 26) (L 3179, off 31) (L 3220, off 60) 
 "put" 8 (L 668, off 3) (L 1082, off 61) (L 2187, off 10) (L 2282, off 4) (L 2330, off 45) (L 2573, off 62) (L 3231, off 58) (L 3465, off 5) 
 "refund" 8 (L 3891, off 49) (L 4011, off 21) (L 4019, off 58) (L 4063, off 10) (L 4068, off 10) (L 4070, off 60) (L 4071, off 52) (L 4074, off 54) 
 "reported" 8 (L 1380, off 57) (L 2314, off 42) (L 2402, off 61) (L 2475, off 44) (L 2700, off 6) (L 3540, off 47) (L 3615, off 36) (L 4021, off 36) 
 "resulted" 8 (L 290, off 57) (L 402, off 58) (L 480, off 57) (L 731, off 12) (L 2234, off 58) (L 2276, off 54) (L 3448, off 0) (L 3682, off 44) 
 "revolvers" 8 (L 536, off 56) (L 659, off 38) (L 782, off 0) (L 1024, off 59) (L 1079, off 34) (L 2726, off 33) (L 2745, off 14) (L 2989, off 40) 
 "robbed" 8 (L 545, off 16) (L 1481, off 56) (L 2179, off 33) (L 2655, off 46) (L 2795, off 43) (L 3258, off 20) (L 3619, off 4) (L 3764, off 48) 
 "secure" 8 (L 978, off 43) (L 1391, off 49) (L 1715, off 21) (L 2163, off 51) (L 2301, off 63) (L 3228, off 22) (L 3327, off 56) (L 4112, off 63) 
 "soldiers" 8 (L 343, off 28) (L 479, off 61) (L 647, off 18) (L 755, off 5) (L 759, off 27) (L 3017, off 8) (L 3020, off 44) (L 3325, off 0) 
 "state" 8 (L 1631, off 56) (L 3709, off 45) (L 3751, off 28) (L 3924, off 14) (L 4082, off 24) (L 4084, off 39) (L 4125, off 0) (L 4163, off 0) 
 "story" 8 (L 2422, off 15) (L 2430, off 37) (L 2447, off 0) (L 2455, off 0) (L 2509, off 25) (L 3188, off 35) (L 3348, off 2) (L 3393, off 12) 
 "strong" 8 (L 275, off 36) (L 350, off 2) (L 501, off 8) (L 768, off 55) (L 1216, off 41) (L 1732, off 30) (L 2614, off 0) (L 2932, off 64) 
 "sum" 8 (L 1415, off 0) (L 1532, off 35) (L 1991, off 30) (L 2027, off 58) (L 2029, off 0) (L 2619, off 11) (L 3046, off 23) (L 3728, off 35) 
 "suspicion" 8 (L 912, off 19) (L 1307, off 32) (L 2045, off 54) (L 2089, off 30) (L 2178, off 52) (L 2674, off 52) (L 2972, off 19) (L 3054, off 10) 
 "track" 8 (L 1472, off 38) (L 1613, off 35) (L 1650, off 18) (L 2145, off 18) (L 2337, off 0) (L 3517, off 26) (L 3518, off 61) (L 3672, off 62) 
 "truth" 8 (L 124, off 50) (L 1460, off 44) (L 2423, off 16) (L 2432, off 63) (L 2587, off 23) (L 2597, off 28) (L 2847, off 36) (L 2870, off 49) 
 "twelve" 8 (L 394, off 58) (L 856, off 37) (L 858, off 58) (L 1096, off 30) (L 1488, off 38) (L 1810, off 6) (L 1822, off 32) (L 2561, off 26) 
 "valuables" 8 (L 764, off 9) (L 1572, off 30) (L 1634, off 51) (L 1984, off 34) (L 2164, off 0) (L 2345, off 42) (L 2792, off 22) (L 3108, off 34) 
 "want" 8 (L 1570, off 8) (L 1693, off 26) (L 1704, off 46) (L 2485, off 33) (L 3296, off 50) (L 3386, off 37) (L 3466, off 26) (L 3638, off 32) 
